timestamp,Mean wave direction,Significant height of combined wind waves and swell,Mean wave period,100 metre V wind component,100 metre U wind component
2020-02-02 00:00:00+00:00,274.29443359375,3.073847770690918,7.219698905944824,-3.680264472961426,13.313814163208008
2020-02-02 01:00:00+00:00,276.62939453125,2.7666683197021484,7.204105377197266,-3.8333740234375,11.225018501281738
2020-02-02 02:00:00+00:00,279.07080078125,2.541071891784668,7.0918378829956055,-3.3023548126220703,12.126391410827637
2020-02-02 03:00:00+00:00,281.36865234375,2.3672876358032227,6.9442949295043945,-3.590876579284668,11.21602725982666
2020-02-02 04:00:00+00:00,283.631103515625,2.221893310546875,6.803765296936035,-3.640824317932129,10.213074684143066
2020-02-02 05:00:00+00:00,285.668701171875,2.0876808166503906,6.702540397644043,-2.5834550857543945,9.517288208007812
2020-02-02 06:00:00+00:00,287.543212890625,1.973710060119629,6.614011764526367,-2.3416519165039062,8.552754402160645
2020-02-02 07:00:00+00:00,289.659912109375,1.8640375137329102,6.580720901489258,-1.9907550811767578,6.878796577453613
2020-02-02 08:00:00+00:00,291.9697265625,1.7609834671020508,6.603682518005371,-1.2028818130493164,5.075483322143555
2020-02-02 09:00:00+00:00,294.359619140625,1.6756982803344727,6.632261276245117,-0.882053792476654,3.738201141357422
2020-02-02 10:00:00+00:00,296.76904296875,1.6065187454223633,6.649828910827637,0.3870793581008911,2.703700065612793
2020-02-02 11:00:00+00:00,299.174072265625,1.5501298904418945,6.665761947631836,0.5807335376739502,1.4362926483154297
2020-02-02 12:00:00+00:00,301.528076171875,1.5030126571655273,6.676687240600586,1.587686538696289,0.0906262993812561
2020-02-02 13:00:00+00:00,303.842041015625,1.4610061645507812,6.699151992797852,2.103557586669922,0.11926233768463135
2020-02-02 14:00:00+00:00,306.052490234375,1.424407958984375,6.721217155456543,2.2632856369018555,1.166152000427246
2020-02-02 15:00:00+00:00,308.20361328125,1.391108512878418,6.749342918395996,2.0532426834106445,2.164637565612793
2020-02-02 16:00:00+00:00,310.196533203125,1.360875129699707,6.775674819946289,1.4884967803955078,2.602214813232422
2020-02-02 17:00:00+00:00,312.152587890625,1.3322324752807617,6.805936813354492,1.3127517700195312,3.0674047470092773
2020-02-02 18:00:00+00:00,313.92529296875,1.304697036743164,6.835209846496582,1.4623422622680664,3.3320913314819336
2020-02-02 19:00:00+00:00,315.439453125,1.2800493240356445,6.851834297180176,2.2969961166381836,3.506742477416992
2020-02-02 20:00:00+00:00,316.509521484375,1.2589912414550781,6.842008590698242,3.4734344482421875,4.197620391845703
2020-02-02 21:00:00+00:00,316.693603515625,1.2455158233642578,6.780254364013672,3.530660629272461,5.900086402893066
2020-02-02 22:00:00+00:00,314.521728515625,1.2535104751586914,6.587714195251465,2.4645776748657227,9.05624771118164
2020-02-02 23:00:00+00:00,313.343505859375,1.2508373260498047,6.4880781173706055,2.4895706176757812,8.197834968566895
2020-02-03 00:00:00+00:00,311.49560546875,1.250528335571289,6.384366989135742,3.7933101654052734,8.153318405151367
2020-02-03 01:00:00+00:00,305.72119140625,1.2853364944458008,6.136782646179199,4.486024856567383,9.05466079711914
2020-02-03 02:00:00+00:00,296.0771484375,1.3698654174804688,5.795281410217285,3.504833221435547,10.670475959777832
2020-02-03 03:00:00+00:00,288.43115234375,1.4587173461914062,5.589205741882324,1.7748298645019531,12.758509635925293
