MMSI;LAT;LON;SPEED;HEADING;COURSE;STATUS;TIMESTAMP
229080000;53.696;1.4365;92;260;255;0;2019-07-03 08:00:03
219019002;53.82817;2.100667;1;175;326;5;2019-07-03 08:04:42
246777000;54.58425;-1.194323;0;223;341;5;2019-07-03 08:08:43
253366000;51.90812;4.378067;0;343;343;6;2019-07-03 08:11:47
229044000;55.44958;8.471005;1;112;329;15;2019-07-03 08:13:00
245924000;51.59194;1.452167;0;182;72;5;2019-07-03 08:15:36
235090598;55.2473;7.842649;42;33;58;0;2019-07-03 08:29:03
219019002;53.82817;2.100667;1;175;357;5;2019-07-03 09:07:46
229080000;53.659;1.193833;82;252;255;0;2019-07-03 09:10:23
246777000;54.58418;-1.194435;0;223;341;5;2019-07-03 09:11:01
245924000;51.59193;1.452168;0;182;76;5;2019-07-03 09:17:55
253366000;51.90812;4.37805;0;343;343;6;2019-07-03 09:18:57
229044000;55.44952;8.470985;0;112;264;15;2019-07-03 09:19:30
235090598;55.27741;7.955468;48;25;44;0;2019-07-03 09:51:24
235090598;55.28645;7.969996;47;24;44;0;2019-07-03 10:00:33
253366000;51.9081;4.37805;0;343;343;6;2019-07-03 10:00:58
229044000;55.44951;8.470988;0;112;113;15;2019-07-03 10:02:40
229080000;53.62833;1.010333;54;237;251;0;2019-07-03 10:04:13
219019002;53.82817;2.100667;0;175;167;5;2019-07-03 10:10:46
246777000;54.58419;-1.19431;0;223;341;5;2019-07-03 10:13:19
245924000;51.59193;1.452167;0;182;200;5;2019-07-03 10:20:15
245924000;51.59194;1.452182;0;182;319;5;2019-07-03 11:01:47
229080000;53.60783;0.8681667;52;240;259;0;2019-07-03 11:04:23
253366000;51.9081;4.37805;0;343;343;6;2019-07-03 11:06:17
229044000;55.44954;8.470992;0;112;116;15;2019-07-03 11:06:59
246777000;54.58418;-1.194338;0;223;341;5;2019-07-03 11:15:38
235090598;55.3608;8.095048;59;43;51;0;2019-07-03 11:16:04
219019002;53.82817;2.1005;0;175;27;5;2019-07-03 11:19:50
235090598;55.3899;8.179027;61;28;36;0;2019-07-03 12:01:23
219019002;53.82817;2.100667;3;175;149;5;2019-07-03 12:01:52
245924000;51.59195;1.452165;0;182;291;5;2019-07-03 12:04:05
229080000;53.59517;0.7253333;50;246;268;0;2019-07-03 12:04:42
229044000;55.44953;8.471008;0;112;216;15;2019-07-03 12:14:51
253366000;51.90812;4.37805;0;343;343;6;2019-07-03 12:14:58
246777000;54.58421;-1.194357;0;223;341;5;2019-07-03 12:17:56
