MMSI;LAT;LON;SPEED;HEADING;COURSE;STATUS;TIMESTAMP
246777000;54.58418;-1.19429;0;226;177;5;2016-06-30 11:00:15
245179000;55.45258;8.457517;1;112;150;5;2016-06-30 11:01:03
245924000;54.58003;-1.218005;0;256;230;5;2016-06-30 11:04:48
219019002;55.45016;8.4685;0;112;133;5;2016-06-30 11:07:28
235090598;55.76713;4.64789;0;276;273;1;2016-06-30 11:12:35
229080000;53.5635;8.555833;0;195;144;5;2016-06-30 11:15:18
229044000;55.47617;8.418167;2;241;320;1;2016-06-30 11:16:42
218657000;51.67918;2.856667;1;61;241;6;2016-06-30 11:18:48
218389000;51.22818;2.930748;0;308;257;0;2016-06-30 11:19:29
235090598;55.76719;4.647833;0;276;285;1;2016-06-30 12:00:39
218657000;51.67916;2.856683;0;60;60;6;2016-06-30 12:00:40
246777000;54.58418;-1.19429;0;226;112;5;2016-06-30 12:02:34
218389000;51.22813;2.930787;0;308;257;0;2016-06-30 12:03:18
245924000;54.58003;-1.217993;0;256;350;5;2016-06-30 12:07:08
219019002;55.45016;8.4685;1;112;68;5;2016-06-30 12:10:32
245179000;55.45257;8.457517;1;112;9;5;2016-06-30 12:13:06
229080000;53.5635;8.556;0;195;269;5;2016-06-30 12:18:19
229044000;55.47617;8.418167;1;241;14;1;2016-06-30 12:19:44
229080000;53.5635;8.555833;0;195;240;5;2016-06-30 13:00:20
229044000;55.47617;8.418167;1;241;41;1;2016-06-30 13:01:45
235090598;55.76715;4.647883;0;276;315;1;2016-06-30 13:03:40
246777000;54.58419;-1.194282;0;226;257;5;2016-06-30 13:04:52
218657000;51.67916;2.856633;1;60;60;6;2016-06-30 13:07:37
245924000;54.58003;-1.21799;0;256;127;5;2016-06-30 13:09:25
218389000;51.22816;2.93098;0;308;257;0;2016-06-30 13:11:31
219019002;55.45016;8.4685;1;112;350;5;2016-06-30 13:13:32
245179000;55.45259;8.457517;1;112;62;5;2016-06-30 13:16:04
245179000;55.45259;8.457521;0;112;120;5;2016-06-30 14:01:09
229080000;53.5635;8.556;0;195;212;5;2016-06-30 14:03:23
