timestamp,10 metre U wind component,Mean wave period,2 metre temperature,Significant height of combined wind waves and swell,Mean wave direction,Total precipitation,10 metre V wind component,2 metre dewpoint temperature
2017-08-08 20:00:00+00:00,0.5221163630485535,4.39907169342041,289.33544921875,0.6382312774658203,40.47602844238281,,-3.3259963989257812,287.67041015625
2017-08-08 21:00:00+00:00,1.3153858184814453,4.508856773376465,288.841552734375,0.6786013245582581,38.63182067871094,,-4.29554557800293,287.213134765625
2017-08-08 22:00:00+00:00,0.3411765694618225,4.447408676147461,288.418701171875,0.7559686899185181,32.52406311035156,,-5.036412239074707,287.28466796875
2017-08-08 23:00:00+00:00,0.627127468585968,4.459607124328613,288.45166015625,0.834741473197937,27.9830322265625,,-5.912925720214844,287.16796875
2017-08-09 00:00:00+00:00,1.171661376953125,4.518197059631348,288.4609375,0.9054534435272217,24.477645874023438,,-5.738652229309082,287.07080078125
2017-08-09 01:00:00+00:00,2.0033016204833984,4.6487531661987305,288.434326171875,0.9520904421806335,22.184097290039062,,-4.708600997924805,287.052734375
2017-08-09 02:00:00+00:00,1.5088672637939453,4.760501861572266,288.433837890625,1.0077342987060547,19.44964599609375,,-4.39678955078125,287.005615234375
2017-08-09 03:00:00+00:00,0.4093114137649536,4.8431396484375,288.500732421875,1.067357063293457,16.92626953125,,-4.851706504821777,287.00537109375
2017-08-09 04:00:00+00:00,-0.31479036808013916,4.937030792236328,288.561279296875,1.1112785339355469,15.39655876159668,,-5.489441871643066,286.994140625
2017-08-09 05:00:00+00:00,-2.1610021591186523,5.033270835876465,288.595458984375,1.1442699432373047,14.50825309753418,,-6.430501937866211,287.047607421875
2017-08-09 06:00:00+00:00,-3.1810436248779297,5.125580787658691,288.677490234375,1.1682977676391602,13.584434509277344,0.0028345983009785414,-6.134146690368652,287.030517578125
2017-08-09 07:00:00+00:00,-2.9739723205566406,5.1929521560668945,288.741455078125,1.1975860595703125,12.334253311157227,,-6.259016036987305,287.030029296875
2017-08-09 08:00:00+00:00,-1.9449195861816406,5.243744850158691,288.89794921875,1.2304019927978516,10.838449478149414,,-6.994741439819336,287.133544921875
2017-08-09 09:00:00+00:00,-1.1907405853271484,5.288790702819824,289.03515625,1.276017189025879,8.957409858703613,,-8.001150131225586,287.29150390625
2017-08-09 10:00:00+00:00,1.287297248840332,5.232154846191406,288.57763671875,1.4036693572998047,4.832785606384277,,-9.8358154296875,287.09912109375
2017-08-09 11:00:00+00:00,0.5119490623474121,5.264599800109863,288.421142578125,1.573028564453125,1.7153501510620117,,-9.520440101623535,287.111083984375
2017-08-09 12:00:00+00:00,0.1680545210838318,5.396374702453613,288.435302734375,1.6979541778564453,0.2543354034423828,,-9.81654167175293,287.073486328125
2017-08-09 13:00:00+00:00,-0.6862806677818298,5.855039596557617,288.466796875,1.9466638565063477,359.177978515625,,-10.344802856445312,286.965087890625
2017-08-09 14:00:00+00:00,-0.967207670211792,6.013946533203125,288.442626953125,1.929886817932129,358.292724609375,,-10.389402389526367,286.935546875
2017-08-09 15:00:00+00:00,-1.2880096435546875,6.098003387451172,288.6875,1.9135618209838867,357.77294921875,,-10.36851692199707,286.7236328125
2017-08-09 16:00:00+00:00,-1.3436355590820312,6.098573684692383,288.75244140625,1.914052963256836,357.82080078125,,-10.240191459655762,286.41064453125
2017-08-09 17:00:00+00:00,-1.4446353912353516,6.047152519226074,288.704345703125,1.9356889724731445,358.490966796875,,-10.355704307556152,286.303955078125
2017-08-09 18:00:00+00:00,-2.300413131713867,5.978906631469727,288.69091796875,1.9622926712036133,359.634765625,0.0003295822534710169,-11.391607284545898,285.99609375
2017-08-09 19:00:00+00:00,-2.5982532501220703,5.955388069152832,288.734130859375,1.9918212890625,0.7935953140258789,,-11.148839950561523,285.736328125
2017-08-09 20:00:00+00:00,-1.960886001586914,5.924762725830078,288.705078125,1.9741621017456055,1.5812463760375977,,-10.904030799865723,285.574462890625
2017-08-09 21:00:00+00:00,-1.4244108200073242,5.910988807678223,288.654541015625,1.9253082275390625,1.8779048919677734,,-10.486725807189941,285.42724609375
2017-08-09 22:00:00+00:00,-1.3521203994750977,5.917376518249512,288.49267578125,1.8373517990112305,2.391796112060547,,-9.84571647644043,285.749267578125
2017-08-09 23:00:00+00:00,-1.3151445388793945,5.887087821960449,288.413818359375,1.7700071334838867,3.1560277938842773,,-9.48418140411377,285.79638671875
2017-08-10 00:00:00+00:00,-1.5158538818359375,5.863144874572754,288.35107421875,1.6984033584594727,3.8988418579101562,,-8.800375938415527,285.794921875
2017-08-10 01:00:00+00:00,-1.6103763580322266,5.84238338470459,288.301025390625,1.6286754608154297,4.462180137634277,,-8.322155952453613,285.784912109375
2017-08-10 02:00:00+00:00,-1.264042854309082,5.818244934082031,288.25048828125,1.5665721893310547,4.683405876159668,,-8.319114685058594,285.74365234375
2017-08-10 03:00:00+00:00,-0.6256122589111328,5.7561140060424805,288.115966796875,1.5310420989990234,4.577812194824219,,-8.70152759552002,285.6865234375
2017-08-10 04:00:00+00:00,-0.686133086681366,5.6940155029296875,287.9873046875,1.5046825408935547,4.700262069702148,,-8.742262840270996,285.60302734375
2017-08-10 05:00:00+00:00,-0.6600830554962158,5.653115272521973,287.84765625,1.4734020233154297,5.022215843200684,,-8.40792465209961,285.56787109375
2017-08-10 06:00:00+00:00,-0.6075700521469116,5.623541831970215,287.87890625,1.4284296035766602,5.349754333496094,2.9491522582247853e-05,-8.124372482299805,285.244384765625
2017-08-10 07:00:00+00:00,-1.0563468933105469,5.6247053146362305,287.9111328125,1.3782243728637695,5.727806091308594,,-7.394412994384766,285.024658203125
2017-08-10 08:00:00+00:00,-0.591261088848114,5.632662773132324,287.953857421875,1.3286380767822266,6.000548362731934,,-7.150168418884277,285.007568359375
2017-08-10 09:00:00+00:00,-0.08189696073532104,5.646529197692871,288.00048828125,1.279693603515625,6.0257158279418945,,-7.082152366638184,284.96142578125
2017-08-10 10:00:00+00:00,-0.25129204988479614,5.641672134399414,287.89892578125,1.2397451400756836,5.850800514221191,,-6.752410888671875,285.392578125
2017-08-10 11:00:00+00:00,-0.15003925561904907,5.635307312011719,287.873291015625,1.204324722290039,5.73629093170166,,-6.522183418273926,285.257568359375
2017-08-10 12:00:00+00:00,0.17862504720687866,5.634079933166504,287.904296875,1.1694774627685547,5.551313400268555,,-5.906116485595703,285.087158203125
2017-08-10 13:00:00+00:00,-0.07997691631317139,5.668269157409668,288.000732421875,1.1246891021728516,5.521782875061035,,-4.721492767333984,284.852294921875
2017-08-10 14:00:00+00:00,-0.20365619659423828,5.712489128112793,288.046630859375,1.0792932510375977,5.633533477783203,,-4.044079780578613,284.523193359375
2017-08-10 15:00:00+00:00,0.10511243343353271,5.7472944259643555,288.04833984375,1.0367984771728516,5.731412887573242,,-3.6226797103881836,284.3955078125
2017-08-10 16:00:00+00:00,-0.20276892185211182,5.7782182693481445,288.04736328125,0.9967812895774841,5.825577735900879,,-3.0729732513427734,284.211669921875
2017-08-10 17:00:00+00:00,-0.4223286509513855,5.809420585632324,287.994873046875,0.9583677053451538,5.930644989013672,,-2.5827226638793945,283.9833984375
2017-08-10 18:00:00+00:00,-0.5622649192810059,5.826094627380371,287.948974609375,0.9237759709358215,6.10550594329834,0.0,-2.223508834838867,283.86474609375
2017-08-10 19:00:00+00:00,-1.3230743408203125,6.104778289794922,287.8955078125,0.9816699624061584,6.257994651794434,,-1.2049026489257812,283.850341796875
2017-08-10 20:00:00+00:00,-2.187972068786621,6.10152530670166,287.89892578125,0.9524442553520203,6.606314659118652,,0.05319711193442345,284.018798828125
2017-08-10 21:00:00+00:00,-2.318784713745117,6.076318740844727,287.926025390625,0.9237740635871887,6.9874467849731445,,1.2727108001708984,284.238037109375
2017-08-10 22:00:00+00:00,-0.7135175466537476,6.066206932067871,287.86474609375,0.8921773433685303,7.059626579284668,,2.549485206604004,284.27001953125
2017-08-10 23:00:00+00:00,1.0211153030395508,6.018770217895508,287.868408203125,0.864290714263916,6.81820011138916,,2.6312055587768555,284.377685546875
2017-08-11 00:00:00+00:00,1.6837358474731445,5.990354537963867,287.913330078125,0.834047794342041,6.793582916259766,,2.427000045776367,284.406005859375
2017-08-11 01:00:00+00:00,2.0934972763061523,5.944545745849609,287.963623046875,0.8056733012199402,6.872900009155273,,2.765803337097168,284.48095703125
2017-08-11 02:00:00+00:00,3.0443010330200195,5.850408554077148,287.99658203125,0.7822316288948059,6.391238212585449,,2.659292221069336,284.561767578125
2017-08-11 03:00:00+00:00,3.7433433532714844,5.743635177612305,288.028564453125,0.7600789666175842,5.168814659118652,,2.301072120666504,284.718505859375
2017-08-11 04:00:00+00:00,2.9679059982299805,5.64902400970459,287.989990234375,0.7360762357711792,3.869403839111328,,2.6158065795898438,284.887451171875
2017-08-11 05:00:00+00:00,2.8410425186157227,5.60264778137207,287.9453125,0.7058382034301758,3.8428640365600586,,2.725447654724121,285.051025390625
2017-08-11 06:00:00+00:00,3.6445655822753906,5.4788665771484375,287.92431640625,0.6584222912788391,4.114324569702148,0.0,2.1653661727905273,285.083251953125
