timestamp,2 metre dewpoint temperature,Significant height of combined wind waves and swell,Mean wave period,10 metre V wind component,Total precipitation,2 metre temperature,10 metre U wind component,Mean wave direction
2017-04-13 01:00:00+00:00,278.147216796875,1.3803138732910156,5.022907257080078,-3.5625247955322266,,281.600830078125,9.153743743896484,304.001220703125
2017-04-13 02:00:00+00:00,277.738525390625,1.3935060501098633,5.062512397766113,-4.2403411865234375,,281.33642578125,8.911168098449707,306.425537109375
2017-04-13 03:00:00+00:00,277.37451171875,1.410508155822754,5.121373176574707,-4.913680076599121,,281.0791015625,8.247450828552246,309.58984375
2017-04-13 04:00:00+00:00,277.178466796875,1.4140300750732422,5.212645530700684,-5.406789779663086,,280.840087890625,7.759814262390137,313.4306640625
2017-04-13 05:00:00+00:00,277.081787109375,1.4076204299926758,5.324841499328613,-5.480923652648926,,280.6396484375,7.333600044250488,317.29150390625
2017-04-13 06:00:00+00:00,277.010986328125,1.4017839431762695,5.445038795471191,-5.365908622741699,4.76837158203125e-07,280.496337890625,6.894833564758301,320.742919921875
2017-04-13 07:00:00+00:00,276.940185546875,1.3935346603393555,5.57502555847168,-4.950177192687988,,280.4384765625,6.5843658447265625,323.764892578125
2017-04-13 08:00:00+00:00,276.931884765625,1.3887500762939453,5.69911003112793,-4.625365257263184,,280.4091796875,6.408821105957031,326.321533203125
2017-04-13 09:00:00+00:00,276.803466796875,1.376999855041504,5.837713241577148,-4.381976127624512,,280.484375,5.9722490310668945,328.730712890625
2017-04-13 10:00:00+00:00,276.5458984375,1.3387575149536133,6.065127372741699,-2.7398815155029297,,280.725830078125,5.470940589904785,331.634765625
2017-04-13 11:00:00+00:00,276.165771484375,1.3028535842895508,6.271393775939941,-2.099905014038086,,280.95068359375,5.274570465087891,334.15087890625
2017-04-13 12:00:00+00:00,275.71533203125,1.2658100128173828,6.46748161315918,-1.5295476913452148,,281.364013671875,4.764031410217285,336.5126953125
2017-04-13 13:00:00+00:00,275.664306640625,1.274184226989746,6.748983383178711,-1.082535743713379,,281.785400390625,4.144159317016602,338.604736328125
2017-04-13 14:00:00+00:00,275.965087890625,1.2361059188842773,6.901312828063965,-0.3713000416755676,,281.998291015625,3.3761138916015625,340.45166015625
2017-04-13 15:00:00+00:00,276.365234375,1.1980466842651367,7.007379531860352,0.35153621435165405,,282.1181640625,2.6720075607299805,341.913330078125
2017-04-13 16:00:00+00:00,277.02392578125,1.1600780487060547,7.074371337890625,1.0615959167480469,,282.216552734375,2.3416690826416016,343.0712890625
2017-04-13 17:00:00+00:00,277.8974609375,1.1225757598876953,7.110817909240723,1.3751029968261719,,282.294677734375,2.512481689453125,343.980224609375
2017-04-13 18:00:00+00:00,278.45703125,1.0858745574951172,7.125062942504883,1.4461030960083008,0.0,282.388427734375,3.2167835235595703,344.685791015625
2017-04-13 19:00:00+00:00,278.71630859375,1.0944089889526367,7.234021186828613,1.116806983947754,,282.57373046875,4.067042350769043,345.1103515625
2017-04-13 20:00:00+00:00,278.9375,1.0681791305541992,7.181462287902832,0.3364359736442566,,282.751953125,5.170533180236816,345.03564453125
2017-04-13 21:00:00+00:00,279.0400390625,1.050018310546875,7.033039093017578,-0.6341172456741333,,282.82373046875,6.209297180175781,343.92041015625
2017-04-13 22:00:00+00:00,279.009765625,1.058563232421875,6.672970771789551,-0.5014596581459045,,282.455078125,7.503666877746582,339.754150390625
2017-04-13 23:00:00+00:00,278.65087890625,1.0719585418701172,6.319847106933594,-0.18492895364761353,,282.080810546875,7.6931610107421875,335.07958984375
2017-04-14 00:00:00+00:00,278.288330078125,1.0799455642700195,6.03668212890625,0.23259305953979492,,281.74365234375,7.536370277404785,330.7861328125
2017-04-14 01:00:00+00:00,278.1787109375,1.0680274963378906,5.881695747375488,0.4871981739997864,,281.520751953125,7.325518608093262,328.197998046875
2017-04-14 02:00:00+00:00,278.217041015625,1.0520086288452148,5.756943702697754,0.8003759384155273,,281.35205078125,7.292034149169922,325.817138671875
2017-04-14 03:00:00+00:00,278.29736328125,1.0412750244140625,5.617738723754883,0.9659008979797363,,281.240234375,7.420392036437988,322.8330078125
2017-04-14 04:00:00+00:00,278.39404296875,1.0332984924316406,5.484045028686523,0.8187246322631836,,281.158935546875,7.5181732177734375,319.762451171875
