timestamp,Significant height of combined wind waves and swell,2 metre dewpoint temperature,Mean wave direction,10 metre V wind component,Total precipitation,10 metre U wind component,2 metre temperature,Mean wave period
2015-01-20 01:00:00+00:00,0.8061942458152771,274.101318359375,4.402975082397461,2.226567268371582,,2.4870529174804688,275.069091796875,9.801143646240234
2015-01-20 02:00:00+00:00,0.7919214963912964,274.044921875,4.716766357421875,2.221006393432617,,2.342456817626953,275.041259765625,9.778542518615723
2015-01-20 03:00:00+00:00,0.7778723835945129,273.92724609375,5.027035713195801,2.3268842697143555,,2.360637664794922,274.95703125,9.750845909118652
2015-01-20 04:00:00+00:00,0.7649320960044861,273.554443359375,5.198619842529297,2.520909309387207,,2.4851160049438477,274.843994140625,9.692826271057129
2015-01-20 05:00:00+00:00,0.727522075176239,273.18896484375,5.239367485046387,2.614450454711914,,2.585134506225586,274.7333984375,9.481013298034668
2015-01-20 06:00:00+00:00,0.7644538879394531,272.8193359375,5.196648597717285,2.6784658432006836,4.3804784581880085e-06,2.6098976135253906,274.57421875,9.528404235839844
2015-01-20 07:00:00+00:00,0.7541289329528809,272.409423828125,5.535552978515625,2.6484155654907227,,2.4029760360717773,274.30078125,9.62173080444336
2015-01-20 08:00:00+00:00,0.7321508526802063,271.864501953125,5.755367279052734,2.5196189880371094,,2.1026782989501953,274.1416015625,9.510139465332031
2015-01-20 09:00:00+00:00,0.7094762921333313,271.61962890625,6.00576114654541,2.560728073120117,,1.709320068359375,274.14453125,9.378891944885254
2015-01-20 10:00:00+00:00,0.6856253147125244,272.5888671875,6.591689109802246,2.835042953491211,,0.8359106779098511,274.904296875,9.254615783691406
2015-01-20 11:00:00+00:00,0.6970458030700684,271.593505859375,7.131765365600586,3.585489273071289,,0.5795102119445801,275.213134765625,9.056312561035156
2015-01-20 12:00:00+00:00,0.6919791102409363,271.419189453125,7.7199249267578125,4.27949333190918,,0.5475252270698547,275.260009765625,8.882973670959473
2015-01-20 13:00:00+00:00,0.6853224635124207,271.2705078125,8.105490684509277,4.774651527404785,,0.697012722492218,275.284423828125,8.536012649536133
2015-01-20 14:00:00+00:00,0.6767625212669373,271.02490234375,8.724611282348633,4.676994323730469,,0.5675578117370605,275.305419921875,8.230048179626465
2015-01-20 15:00:00+00:00,0.6645219922065735,270.665771484375,9.746630668640137,4.405677795410156,,0.10753071308135986,275.328369140625,8.01980972290039
2015-01-20 16:00:00+00:00,0.6499693989753723,270.54052734375,11.105528831481934,4.233335494995117,,-0.32616621255874634,275.15673828125,7.857542037963867
2015-01-20 17:00:00+00:00,0.6371838450431824,270.570556640625,12.937267303466797,4.301510810852051,,-0.6520227789878845,274.933349609375,7.657756805419922
2015-01-20 18:00:00+00:00,0.6321998834609985,270.750244140625,16.5087890625,4.567570686340332,0.0,-1.5677986145019531,274.892822265625,7.34169864654541
2015-01-20 19:00:00+00:00,0.5995310544967651,271.11962890625,23.66021728515625,4.988234519958496,,-2.4125213623046875,275.105224609375,6.615368843078613
2015-01-20 20:00:00+00:00,0.6471548676490784,271.612548828125,42.975921630859375,5.409886360168457,,-2.602156639099121,275.53173828125,5.981412887573242
2015-01-20 21:00:00+00:00,0.7137037515640259,272.4814453125,82.01412963867188,5.624909400939941,,-2.3386192321777344,275.956787109375,5.404994010925293
2015-01-20 22:00:00+00:00,0.7675312161445618,273.38232421875,107.54609680175781,5.844028472900391,,-2.086191177368164,276.152587890625,5.093695640563965
2015-01-20 23:00:00+00:00,0.7952061295509338,273.808349609375,115.89968872070312,5.833623886108398,,-1.9576616287231445,276.103271484375,4.972284317016602
2015-01-21 00:00:00+00:00,0.804154634475708,274.13623046875,118.9527587890625,5.881309509277344,,-2.149411201477051,276.29296875,4.93231201171875
2015-01-21 01:00:00+00:00,0.8142620921134949,274.306640625,121.94607543945312,6.214719772338867,,-2.3018922805786133,276.389404296875,4.87397575378418
2015-01-21 02:00:00+00:00,0.8460940718650818,274.29052734375,126.72529602050781,6.4732465744018555,,-2.806027412414551,276.5751953125,4.750997543334961
2015-01-21 03:00:00+00:00,0.8974525332450867,274.262451171875,131.55580139160156,6.764303207397461,,-3.3112335205078125,276.635009765625,4.6197357177734375
2015-01-21 04:00:00+00:00,0.9467707872390747,274.227294921875,134.60076904296875,6.78895378112793,,-3.1152353286743164,276.657470703125,4.551852226257324
2015-01-21 05:00:00+00:00,0.9828038215637207,274.23095703125,135.71620178222656,6.7786149978637695,,-3.6780643463134766,276.627685546875,4.536382675170898
2015-01-21 06:00:00+00:00,1.0213775634765625,274.19384765625,136.2638397216797,6.533184051513672,0.0001816641160985455,-4.28892707824707,276.579345703125,4.5262908935546875
2015-01-21 07:00:00+00:00,1.0609149932861328,274.1240234375,136.28062438964844,6.401599884033203,,-4.547401428222656,276.655029296875,4.523306846618652
2015-01-21 08:00:00+00:00,1.089320182800293,273.88525390625,135.83163452148438,6.665685653686523,,-5.2187347412109375,276.6474609375,4.534948348999023
2015-01-21 09:00:00+00:00,1.1012964248657227,273.64990234375,135.15882873535156,6.860834121704102,,-5.125655174255371,276.719482421875,4.546725273132324
2015-01-21 10:00:00+00:00,1.1326713562011719,273.72802734375,135.0134735107422,6.930816650390625,,-5.055483818054199,276.839599609375,4.528468132019043
2015-01-21 11:00:00+00:00,1.1144685745239258,273.73583984375,134.66831970214844,6.34309196472168,,-4.5039167404174805,276.8046875,4.5526533126831055
2015-01-21 12:00:00+00:00,1.1149921417236328,273.69482421875,134.27786254882812,6.352012634277344,,-4.381656646728516,276.81689453125,4.637469291687012
2015-01-21 13:00:00+00:00,1.0494489669799805,273.6103515625,133.50225830078125,5.794523239135742,,-3.713324546813965,276.90478515625,4.65601921081543
