MMSI;LAT;LON;SPEED;HEADING;COURSE;STATUS;TIMESTAMP
219019002;55.45;8.468333;1;112;354;5;2015-01-16 09:34:00
245179000;51.47012;3.717117;1;205;160;5;2015-01-16 09:36:00
246777000;53.65842;0.3034817;0;176;244;5;2015-01-16 09:39:00
229080000;55.45267;8.457334;0;110;142;9;2015-01-16 09:41:00
229044000;53.55883;8.5535;2;329;223;5;2015-01-16 09:45:00
218389000;54.48559;13.58916;0;324;238;5;2015-01-16 09:51:00
245924000;54.5855;-1.192167;1;47;34;5;2015-01-16 09:51:00
218657000;54.48022;13.5854;1;226;226;5;2015-01-16 09:56:00
246777000;53.65842;0.3034833;0;176;224;5;2015-01-16 10:02:00
229080000;55.45267;8.457334;1;110;127;9;2015-01-16 10:04:00
229044000;53.55883;8.5535;1;329;202;5;2015-01-16 10:09:00
245924000;54.58533;-1.192167;1;47;175;5;2015-01-16 10:11:00
219019002;55.45;8.468333;1;112;147;5;2015-01-16 10:16:00
218389000;54.48549;13.58922;0;324;238;5;2015-01-16 10:18:00
245179000;51.47013;3.7171;1;205;48;5;2015-01-16 10:21:00
218657000;54.48023;13.5854;0;226;226;5;2015-01-16 10:23:00
245924000;54.58533;-1.192167;2;47;339;5;2015-01-16 11:02:00
245179000;51.47012;3.717083;0;204;37;5;2015-01-16 11:03:00
229080000;55.45267;8.457334;0;110;23;9;2015-01-16 11:07:00
218657000;54.4802;13.58545;0;226;226;5;2015-01-16 11:11:00
246777000;53.65842;0.3034833;0;176;89;5;2015-01-16 11:11:00
218389000;54.48556;13.58932;0;324;238;5;2015-01-16 11:12:00
229044000;53.55883;8.5535;0;329;63;5;2015-01-16 11:15:00
219019002;55.45;8.468333;1;112;285;5;2015-01-16 11:19:00
218389000;54.4855;13.5892;0;324;238;5;2015-01-16 12:00:00
219019002;55.45;8.468333;2;112;286;5;2015-01-16 12:01:00
229044000;53.55883;8.5535;1;329;46;5;2015-01-16 12:03:00
245924000;54.58533;-1.192167;1;47;212;5;2015-01-16 12:04:00
218657000;54.48017;13.5854;0;227;227;5;2015-01-16 12:05:00
245179000;51.47013;3.7171;1;205;183;5;2015-01-16 12:06:00
229080000;55.4525;8.457334;0;110;19;9;2015-01-16 12:13:00
246777000;53.65843;0.3035;0;176;190;5;2015-01-16 12:18:00
218389000;54.47667;13.64333;52;78;76;5;2015-01-16 13:01:00
246777000;53.65843;0.3035;0;176;197;5;2015-01-16 13:03:00
219019002;55.45;8.468333;0;112;74;5;2015-01-16 13:04:00
245924000;54.5855;-1.192167;0;47;156;5;2015-01-16 13:06:00
229044000;53.55883;8.5535;1;329;8;5;2015-01-16 13:09:00
245179000;51.47012;3.7171;1;204;218;5;2015-01-16 13:09:00
229080000;55.4525;8.457334;1;110;33;9;2015-01-16 13:16:00
218657000;54.48018;13.58545;0;226;226;5;2015-01-16 13:20:00
229080000;55.45267;8.457334;1;110;225;9;2015-01-16 14:01:00
218389000;54.54016;13.73936;53;28;23;0;2015-01-16 14:02:00
245924000;54.58543;-1.19225;0;47;0;5;2015-01-16 14:09:00
219019002;55.45;8.468333;0;112;197;5;2015-01-16 14:10:00
246777000;53.65842;0.3034833;0;176;2;5;2015-01-16 14:11:00
245179000;51.47012;3.7171;0;205;254;5;2015-01-16 14:12:00
245179000;51.47012;3.7171;0;205;254;5;2015-01-16 14:12:00
218657000;54.48023;13.5854;1;227;227;5;2015-01-16 14:14:00
229044000;53.55883;8.5535;1;329;98;5;2015-01-16 14:18:00
218389000;54.62261;13.70191;54;341;334;0;2015-01-16 15:01:00
229080000;55.45267;8.457334;0;110;50;9;2015-01-16 15:06:00
218657000;54.48015;13.58543;0;226;226;5;2015-01-16 15:08:00
229044000;53.55883;8.5535;1;329;274;5;2015-01-16 15:09:00
245924000;54.5855;-1.192167;1;47;118;5;2015-01-16 15:11:00
219019002;55.45;8.468333;0;112;296;5;2015-01-16 15:13:00
245179000;51.47012;3.7171;0;205;291;5;2015-01-16 15:15:00
246777000;53.65842;0.3034817;0;176;161;5;2015-01-16 15:17:00
246777000;53.65842;0.3034817;0;176;234;5;2015-01-16 16:02:00
218389000;54.70688;13.63089;56;340;333;0;2015-01-16 16:02:00
218657000;54.48027;13.58537;0;227;227;5;2015-01-16 16:05:00
229080000;55.45267;8.457334;0;110;316;9;2015-01-16 16:12:00
245924000;54.5855;-1.192167;1;47;257;5;2015-01-16 16:13:00
219019002;55.45;8.468333;0;112;29;5;2015-01-16 16:16:00
229044000;53.55883;8.5535;1;329;183;5;2015-01-16 16:18:00
245179000;51.47013;3.717067;0;205;221;5;2015-01-16 16:18:00
218657000;54.48013;13.5855;0;225;225;5;2015-01-16 17:01:00
218389000;54.79239;13.55315;58;334;329;0;2015-01-16 17:02:00
245179000;51.47015;3.717083;0;205;323;5;2015-01-16 17:03:00
229044000;53.55883;8.5535;0;329;251;5;2015-01-16 17:06:00
246777000;53.65843;0.3035;0;176;62;5;2015-01-16 17:11:00
229080000;55.45267;8.457334;0;110;110;9;2015-01-16 17:15:00
245924000;54.5855;-1.192167;1;47;223;5;2015-01-16 17:16:00
219019002;55.45;8.468333;1;112;307;5;2015-01-16 17:19:00
219019002;55.45;8.468333;0;112;282;5;2015-01-16 18:01:00
218389000;54.87045;13.46928;52;330;325;0;2015-01-16 18:03:00
245179000;51.47013;3.717083;0;205;141;5;2015-01-16 18:09:00
229044000;53.55883;8.5535;0;329;40;5;2015-01-16 18:15:00
246777000;53.65842;0.3034817;0;176;240;5;2015-01-16 18:16:00
218657000;54.48015;13.5854;0;227;227;5;2015-01-16 18:16:00
245924000;54.58533;-1.192167;1;47;136;5;2015-01-16 18:18:00
229080000;55.45267;8.457334;0;110;47;9;2015-01-16 18:22:00
246777000;53.65842;0.3034817;0;176;138;5;2015-01-16 19:01:00
218389000;54.94206;13.43958;52;315;314;0;2015-01-16 19:02:00
229044000;53.55883;8.5535;0;329;336;5;2015-01-16 19:03:00
219019002;55.45;8.468333;1;112;149;5;2015-01-16 19:04:00
