MMSI;LAT;LON;SPEED;HEADING;COURSE;STATUS;TIMESTAMP
219019002;53.1575;0.491;1;51;54;0;2015-05-21 21:31:52
245179000;52.42315;4.155338;1;46;59;5;2015-05-21 21:32:04
218657000;54.76508;13.5304;38;137;129;0;2015-05-21 21:32:11
229080000;55.0285;7.738667;1;135;65;9;2015-05-21 21:32:20
218389000;51.23138;2.928077;0;236;19;5;2015-05-21 21:32:38
245924000;54.53817;7.655334;1;129;144;5;2015-05-21 21:33:29
246777000;54.58418;-1.194283;0;226;45;5;2015-05-21 21:37:44
229044000;54.01883;6.475333;1;358;2;9;2015-05-21 21:54:42
229080000;55.0285;7.738667;1;135;39;9;2015-05-21 22:00:59
218657000;54.74105;13.56153;39;159;151;0;2015-05-21 22:01:40
245179000;52.42314;4.155344;0;46;103;5;2015-05-21 22:14:05
218389000;51.23127;2.928038;0;236;19;5;2015-05-21 22:14:39
245924000;54.53817;7.655334;1;129;171;5;2015-05-21 22:15:00
229044000;54.01883;6.475333;1;358;215;9;2015-05-21 22:15:23
219019002;53.1575;0.491;1;51;194;0;2015-05-21 22:16:51
246777000;54.58418;-1.194285;0;226;17;5;2015-05-21 22:21:43
218657000;54.68665;13.61137;37;155;151;0;2015-05-21 23:01:20
219019002;53.1575;0.4908333;1;51;300;0;2015-05-21 23:01:31
246777000;54.58418;-1.194285;0;226;83;5;2015-05-21 23:06:15
229044000;54.01883;6.475333;1;358;190;9;2015-05-21 23:07:42
245179000;52.42315;4.155334;2;46;109;5;2015-05-21 23:17:05
218389000;51.23127;2.928043;0;237;19;5;2015-05-21 23:17:39
229080000;55.0285;7.738667;1;135;324;9;2015-05-21 23:18:29
245924000;54.53817;7.655334;1;129;176;5;2015-05-21 23:20:17
218657000;54.63251;13.66237;37;152;152;0;2015-05-22 00:01:40
245924000;54.53817;7.655334;0;129;51;5;2015-05-22 00:04:47
229080000;55.0285;7.738667;0;135;343;9;2015-05-22 00:08:09
246777000;54.58418;-1.194285;0;226;168;5;2015-05-22 00:08:33
229044000;54.01883;6.475333;1;358;36;9;2015-05-22 00:12:33
219019002;53.1575;0.491;0;51;162;0;2015-05-22 00:13:50
245179000;52.42317;4.155334;1;46;97;5;2015-05-22 00:20:08
218389000;51.23149;2.928212;1;237;19;5;2015-05-22 00:20:38
245179000;52.42314;4.155342;1;46;235;5;2015-05-22 01:02:10
218389000;51.23122;2.928025;0;237;284;5;2015-05-22 01:05:39
245924000;54.53817;7.655334;1;129;49;5;2015-05-22 01:10:03
218657000;54.56693;13.72515;39;156;154;0;2015-05-22 01:13:21
219019002;53.1575;0.4908333;1;51;288;0;2015-05-22 01:16:22
229044000;54.01883;6.475333;1;358;50;9;2015-05-22 01:18:13
246777000;54.58418;-1.194283;0;226;19;5;2015-05-22 01:19:37
229080000;55.0285;7.738667;1;135;143;9;2015-05-22 01:25:00
219019002;53.1575;0.4908333;1;51;344;0;2015-05-22 02:00:42
218657000;54.51628;13.72543;40;201;198;0;2015-05-22 02:02:30
245179000;52.42317;4.155334;0;46;257;5;2015-05-22 02:05:09
229044000;54.01883;6.475333;1;358;238;9;2015-05-22 02:05:41
218389000;51.23131;2.928037;0;237;284;5;2015-05-22 02:08:39
246777000;54.58418;-1.194283;0;226;334;5;2015-05-22 02:10:11
245924000;54.53817;7.655334;1;129;238;5;2015-05-22 02:15:19
229080000;55.0285;7.738667;1;135;4;9;2015-05-22 02:15:39
218657000;54.47755;13.64925;36;247;247;0;2015-05-22 03:01:10
245179000;52.42315;4.155338;0;46;138;5;2015-05-22 03:08:14
245924000;54.53817;7.655334;0;129;165;5;2015-05-22 03:08:43
219019002;53.1575;0.4908333;1;51;350;0;2015-05-22 03:08:59
218389000;51.23134;2.928117;0;237;284;5;2015-05-22 03:11:39
229044000;54.01883;6.475333;0;358;336;9;2015-05-22 03:11:43
246777000;54.58418;-1.194283;0;226;21;5;2015-05-22 03:12:29
229080000;55.0285;7.738667;0;135;74;9;2015-05-22 03:12:49
218657000;54.4801;13.58557;3;226;316;0;2015-05-22 04:01:21
246777000;54.58418;-1.194283;0;226;26;5;2015-05-22 04:06:15
218389000;51.23128;2.928043;0;237;284;5;2015-05-22 04:14:40
219019002;53.1575;0.491;0;51;28;0;2015-05-22 04:15:39
229044000;54.01883;6.475333;1;358;260;9;2015-05-22 04:19:13
229080000;55.0285;7.738667;0;135;161;9;2015-05-22 04:20:21
245179000;52.39855;4.17905;2;1;284;0;2015-05-22 04:21:18
245924000;54.53817;7.655334;0;129;53;5;2015-05-22 04:25:52
219019002;53.1575;0.4908333;1;51;128;0;2015-05-22 05:02:10
229044000;54.01883;6.475333;1;358;63;9;2015-05-22 05:04:21
245179000;52.3986;4.179017;1;2;284;5;2015-05-22 05:04:28
245924000;54.53817;7.655334;1;129;28;5;2015-05-22 05:10:21
229080000;55.0285;7.738667;0;135;98;9;2015-05-22 05:10:40
218657000;54.4802;13.5854;0;227;227;5;2015-05-22 05:13:49
246777000;54.58418;-1.194283;0;226;248;5;2015-05-22 05:14:07
218389000;51.23127;2.927977;0;236;284;5;2015-05-22 05:17:39
219019002;53.1575;0.491;0;51;121;0;2015-05-22 06:06:20
245179000;52.39858;4.179017;1;1;53;5;2015-05-22 06:07:31
218657000;54.4802;13.58535;0;226;226;5;2015-05-22 06:16:50
246777000;54.58418;-1.194283;0;226;35;5;2015-05-22 06:17:23
245924000;54.53817;7.655334;1;129;96;5;2015-05-22 06:18:36
229044000;54.01883;6.475167;1;358;178;9;2015-05-22 06:23:12
218389000;51.23137;2.928087;0;236;284;5;2015-05-22 06:23:39
229080000;55.0285;7.738667;0;135;1;9;2015-05-22 06:29:11
245924000;54.53817;7.655334;1;129;190;5;2015-05-22 07:00:08
218657000;54.48022;13.58543;0;226;226;5;2015-05-22 07:01:10
218389000;51.23133;2.928255;0;236;284;5;2015-05-22 07:05:39
229044000;54.01883;6.475333;1;358;86;9;2015-05-22 07:06:52
245179000;52.3986;4.179033;0;2;37;5;2015-05-22 07:10:33
219019002;53.1575;0.4908333;1;51;244;0;2015-05-22 07:13:30
246777000;54.58418;-1.194283;0;226;186;5;2015-05-22 07:18:42
229080000;55.0285;7.738667;0;135;350;9;2015-05-22 07:19:51
218657000;54.48022;13.58542;1;226;136;5;2015-05-22 08:04:10
245924000;54.53817;7.655334;1;130;120;5;2015-05-22 08:05:25
218389000;51.23132;2.928038;0;237;284;5;2015-05-22 08:08:40
229080000;55.0285;7.738667;0;135;157;9;2015-05-22 08:09:00
246777000;54.58418;-1.194283;0;226;5;5;2015-05-22 08:09:09
245179000;52.3986;4.179017;0;1;329;5;2015-05-22 08:13:35
229044000;54.01883;6.475333;2;358;146;9;2015-05-22 08:13:36
219019002;53.1575;0.491;1;51;156;0;2015-05-22 08:22:26
229044000;54.01883;6.475333;1;358;25;9;2015-05-22 09:00:02
245924000;54.533;7.661334;29;161;146;0;2015-05-22 09:00:56
229080000;55.0285;7.738667;0;135;357;9;2015-05-22 09:01:39
218657000;54.48022;13.58542;0;227;227;5;2015-05-22 09:07:10
219019002;53.1575;0.491;1;51;166;0;2015-05-22 09:08:50
246777000;54.58418;-1.194283;0;226;115;5;2015-05-22 09:11:27
218389000;51.23131;2.928082;0;237;284;3;2015-05-22 09:12:47
245179000;52.3986;4.179033;0;2;54;5;2015-05-22 09:16:37
