timestamp,2 metre temperature,Mean wave period,Mean wave direction,Significant height of combined wind waves and swell,2 metre dewpoint temperature,10 metre V wind component,Total precipitation,10 metre U wind component
2015-12-01 00:00:00+00:00,281.918701171875,6.898283004760742,305.8984375,2.519031524658203,277.29931640625,-7.533930778503418,,10.042717933654785
2015-12-01 01:00:00+00:00,282.014404296875,6.776247978210449,306.270751953125,2.665266990661621,276.5634765625,-7.003525733947754,,10.32420825958252
2015-12-01 02:00:00+00:00,281.978271484375,6.77622127532959,306.49169921875,2.7369165420532227,276.4140625,-6.586438179016113,,10.42509937286377
2015-12-01 03:00:00+00:00,281.912353515625,6.823381423950195,306.846923828125,2.7768659591674805,276.014892578125,-6.256434440612793,,10.513421058654785
2015-12-01 04:00:00+00:00,281.9482421875,6.888066291809082,307.533203125,2.8056716918945312,275.437744140625,-5.986989974975586,,10.541165351867676
2015-12-01 05:00:00+00:00,281.93017578125,6.958087921142578,308.231201171875,2.7910890579223633,275.4404296875,-5.546799659729004,,10.171713829040527
2015-12-01 06:00:00+00:00,281.933349609375,7.025507926940918,308.8447265625,2.72137451171875,275.10986328125,-4.643466949462891,4.769558472617064e-07,9.871865272521973
2015-12-01 07:00:00+00:00,281.958740234375,7.067451477050781,309.2958984375,2.63950252532959,274.977294921875,-3.957688331604004,,9.743966102600098
2015-12-01 08:00:00+00:00,281.944580078125,7.094239234924316,309.703125,2.556828498840332,274.700927734375,-3.181706428527832,,9.472064971923828
2015-12-01 09:00:00+00:00,281.92041015625,7.112092018127441,310.03125,2.4702301025390625,274.587646484375,-2.583272933959961,,9.244769096374512
2015-12-01 10:00:00+00:00,281.988525390625,7.162062644958496,310.60400390625,2.363431930541992,275.25537109375,-1.4130563735961914,,8.838349342346191
2015-12-01 11:00:00+00:00,282.056640625,7.164731979370117,310.6064453125,2.2769832611083984,275.357421875,-1.0305004119873047,,9.129026412963867
2015-12-01 12:00:00+00:00,282.1318359375,7.140664100646973,310.327392578125,2.2042150497436523,275.573486328125,-0.7303063869476318,,8.809900283813477
2015-12-01 13:00:00+00:00,282.214599609375,7.141183853149414,310.27978515625,2.1250295639038086,275.661865234375,0.1873343586921692,,8.08934211730957
2015-12-01 14:00:00+00:00,282.08740234375,7.192111968994141,310.74365234375,2.0324058532714844,276.206298828125,1.9638118743896484,,7.387781143188477
2015-12-01 15:00:00+00:00,281.7744140625,7.235937118530273,311.03076171875,1.9454212188720703,277.62060546875,3.208247184753418,,6.471797943115234
2015-12-01 16:00:00+00:00,281.706298828125,7.265568733215332,311.20556640625,1.8653373718261719,278.318115234375,4.393094062805176,,5.442429542541504
2015-12-01 17:00:00+00:00,281.829833984375,7.25559139251709,310.919677734375,1.7969913482666016,278.7158203125,6.131069183349609,,3.8814611434936523
2015-12-01 18:00:00+00:00,281.890625,7.173011779785156,309.56884765625,1.746840476989746,279.22216796875,7.722565650939941,0.0002939084079116583,2.730740547180176
2015-12-01 19:00:00+00:00,282.056640625,6.794192314147949,304.71826171875,1.6663188934326172,280.217041015625,7.989743232727051,,3.4439697265625
2015-12-01 20:00:00+00:00,283.291748046875,6.429133415222168,294.659423828125,1.7428627014160156,281.67431640625,5.620457649230957,,8.57065486907959
2015-12-01 21:00:00+00:00,284.171630859375,6.023430824279785,282.639892578125,1.943467140197754,282.232666015625,4.102916717529297,,11.62065315246582
2015-12-01 22:00:00+00:00,284.502197265625,5.9259843826293945,277.83837890625,2.0788135528564453,282.390869140625,2.788374900817871,,11.15470027923584
2015-12-01 23:00:00+00:00,284.522705078125,5.971950531005859,275.907470703125,2.1334104537963867,282.454833984375,2.609164237976074,,11.103759765625
