timestamp,100 metre V wind component,Significant height of combined wind waves and swell,Mean wave period,Mean wave direction,100 metre U wind component
2015-09-01 00:00:00+00:00,-13.053932189941406,1.4306344985961914,4.628182411193848,12.41404914855957,-1.0868806838989258
2015-09-01 01:00:00+00:00,-14.026956558227539,1.5837507247924805,4.7252349853515625,8.866106986999512,-0.8166754841804504
2015-09-01 02:00:00+00:00,-14.41675090789795,1.7318754196166992,4.861790657043457,7.707025527954102,-0.8912216424942017
2015-09-01 03:00:00+00:00,-15.23658561706543,1.8563289642333984,4.991318702697754,9.285045623779297,-3.2615089416503906
2015-09-01 04:00:00+00:00,-14.579690933227539,1.9471721649169922,5.118743896484375,11.0589599609375,-4.664490699768066
2015-09-01 05:00:00+00:00,-13.442519187927246,1.9758386611938477,5.2221832275390625,11.982715606689453,-4.216822624206543
2015-09-01 06:00:00+00:00,-12.142993927001953,1.942093849182129,5.282312393188477,11.950316429138184,-3.6545534133911133
2015-09-01 07:00:00+00:00,-11.498493194580078,1.8686637878417969,5.308718681335449,11.149481773376465,-3.13472843170166
2015-09-01 08:00:00+00:00,-11.123191833496094,1.808527946472168,5.315509796142578,9.701834678649902,-2.83156681060791
2015-09-01 09:00:00+00:00,-10.080159187316895,1.7534875869750977,5.321651458740234,7.571671485900879,-2.6891183853149414
2015-09-01 10:00:00+00:00,-12.35130500793457,1.7391300201416016,5.316952705383301,5.745776176452637,0.9784776568412781
2015-09-01 11:00:00+00:00,-12.178772926330566,1.756546974182129,5.321952819824219,3.7683753967285156,1.1990957260131836
2015-09-01 12:00:00+00:00,-11.347186088562012,1.7316808700561523,5.364452362060547,2.6008682250976562,2.001776695251465
2015-09-01 13:00:00+00:00,-10.809063911437988,1.8755388259887695,5.614693641662598,0.5885230898857117,3.274721145629883
2015-09-01 14:00:00+00:00,-10.306122779846191,1.857259750366211,5.655444145202637,358.79248046875,5.515175819396973
2015-09-01 15:00:00+00:00,-10.21840763092041,1.885359764099121,5.640460014343262,354.708251953125,7.429186820983887
2015-09-01 16:00:00+00:00,-9.82281494140625,1.9288625717163086,5.621777534484863,349.820068359375,8.402360916137695
2015-09-01 17:00:00+00:00,-8.814440727233887,1.9379053115844727,5.630587577819824,346.12646484375,8.565670013427734
2015-09-01 18:00:00+00:00,-7.66319465637207,1.9025774002075195,5.651898384094238,343.817626953125,8.842923164367676
2015-09-01 19:00:00+00:00,-6.463448524475098,1.8480558395385742,5.663885116577148,342.071044921875,9.474588394165039
2015-09-01 20:00:00+00:00,-5.231706619262695,1.8052854537963867,5.646988868713379,339.541748046875,10.582154273986816
2015-09-01 21:00:00+00:00,-4.007603645324707,1.7950420379638672,5.592284202575684,335.178955078125,11.55543327331543
2015-09-01 22:00:00+00:00,-1.0616140365600586,1.7636699676513672,5.553922653198242,330.8203125,11.544822692871094
2015-09-01 23:00:00+00:00,-0.03484109789133072,1.7838373184204102,5.448897361755371,322.142578125,12.888886451721191
2015-09-02 00:00:00+00:00,-0.5211392641067505,1.8252544403076172,5.363207817077637,313.09228515625,12.999370574951172
2015-09-02 01:00:00+00:00,-0.36116379499435425,1.8218631744384766,5.346941947937012,307.531494140625,12.510756492614746
2015-09-02 02:00:00+00:00,0.8006383180618286,1.7982110977172852,5.343827247619629,302.596923828125,11.973834991455078
2015-09-02 03:00:00+00:00,1.9449577331542969,1.7652273178100586,5.348468780517578,298.088623046875,11.842527389526367
2015-09-02 04:00:00+00:00,2.8144044876098633,1.7577142715454102,5.343883514404297,292.6591796875,12.183199882507324
2015-09-02 05:00:00+00:00,3.295111656188965,1.7869873046875,5.345449447631836,286.725830078125,12.77604866027832
2015-09-02 06:00:00+00:00,3.440732955932617,1.8472042083740234,5.376042366027832,281.604248046875,12.757525444030762
2015-09-02 07:00:00+00:00,3.1852493286132812,1.9158000946044922,5.452509880065918,278.66357421875,12.892733573913574
2015-09-02 08:00:00+00:00,2.235623359680176,1.959273338317871,5.537449836730957,278.033203125,12.60315227508545
