timestamp,100 metre V wind component,Significant height of combined wind waves and swell,Mean wave period,Mean wave direction,100 metre U wind component
2016-03-11 00:00:00+00:00,3.304758071899414,0.6913921236991882,7.634037017822266,293.8310546875,-2.726177215576172
2016-03-11 01:00:00+00:00,3.059114456176758,0.6654972434043884,7.694404602050781,294.32080078125,-1.7024116516113281
2016-03-11 02:00:00+00:00,2.772907257080078,0.6397407650947571,7.743019104003906,294.828125,-0.8783201575279236
2016-03-11 03:00:00+00:00,2.4471569061279297,0.614953875541687,7.775864601135254,295.5107421875,-0.48867034912109375
2016-03-11 04:00:00+00:00,2.0060997009277344,0.5908082723617554,7.799955368041992,296.181640625,-0.4657958149909973
2016-03-11 05:00:00+00:00,1.9859628677368164,0.5682835578918457,7.7994384765625,296.693115234375,-0.8691089153289795
2016-03-11 06:00:00+00:00,2.2157154083251953,0.5477571487426758,7.754391670227051,296.92919921875,-1.3686103820800781
2016-03-11 07:00:00+00:00,2.6416635513305664,0.5296627283096313,7.659066200256348,296.7666015625,-1.7754106521606445
2016-03-11 08:00:00+00:00,3.034372329711914,0.5125914216041565,7.541119575500488,296.469482421875,-1.897446632385254
2016-03-11 09:00:00+00:00,3.3603572845458984,0.4972003102302551,7.399082183837891,295.53125,-1.5269098281860352
2016-03-11 10:00:00+00:00,4.703893661499023,0.49414658546447754,7.0274248123168945,284.53076171875,-0.8740682601928711
2016-03-11 11:00:00+00:00,4.937481880187988,0.49483978748321533,6.654061317443848,271.82666015625,-1.1763429641723633
2016-03-11 12:00:00+00:00,5.08540153503418,0.49671846628189087,6.305477142333984,260.788330078125,-1.2656116485595703
2016-03-11 13:00:00+00:00,5.164529800415039,0.4992343783378601,5.971972465515137,250.05474853515625,-1.3945417404174805
2016-03-11 14:00:00+00:00,4.894205093383789,0.49228668212890625,5.768439292907715,242.7207489013672,-1.1738739013671875
2016-03-11 15:00:00+00:00,4.256840705871582,0.4799997806549072,5.628117561340332,237.24984741210938,-0.8237610459327698
2016-03-11 16:00:00+00:00,3.690127372741699,0.4625256657600403,5.565760612487793,234.7209014892578,-0.7806246876716614
2016-03-11 17:00:00+00:00,3.0946340560913086,0.443861186504364,5.538450241088867,233.19923400878906,-0.7720754146575928
2016-03-11 18:00:00+00:00,3.080990791320801,0.42810553312301636,5.501934051513672,231.20419311523438,-1.295022964477539
2016-03-11 19:00:00+00:00,3.5605220794677734,0.4186222553253174,5.413544654846191,227.61727905273438,-1.7402734756469727
2016-03-11 20:00:00+00:00,4.239959716796875,0.415723979473114,5.289707183837891,221.88034057617188,-1.5644493103027344
2016-03-11 21:00:00+00:00,4.697397232055664,0.415627658367157,5.198469161987305,217.25315856933594,-0.9993459582328796
2016-03-11 22:00:00+00:00,5.297438621520996,0.421459436416626,5.140523910522461,212.49978637695312,0.02497785910964012
2016-03-11 23:00:00+00:00,5.495208740234375,0.43836379051208496,5.09766960144043,210.75192260742188,0.19475549459457397
