timestamp,100 metre V wind component,Significant height of combined wind waves and swell,Mean wave period,Mean wave direction,100 metre U wind component
2015-10-01 00:00:00+00:00,-3.951467514038086,0.9568402171134949,4.42227840423584,304.82421875,7.334096908569336
2015-10-01 01:00:00+00:00,-3.601017951965332,1.0074214935302734,4.470792770385742,304.74072265625,7.946023941040039
2015-10-01 02:00:00+00:00,-4.249534606933594,1.0633888244628906,4.46644401550293,304.502685546875,8.669843673706055
2015-10-01 03:00:00+00:00,-4.590761184692383,1.122030258178711,4.4901323318481445,304.630615234375,8.64112377166748
2015-10-01 04:00:00+00:00,-4.989353179931641,1.1748952865600586,4.53810977935791,305.28173828125,8.468169212341309
2015-10-01 05:00:00+00:00,-5.848718643188477,1.2351360321044922,4.5958051681518555,306.57861328125,8.482009887695312
2015-10-01 06:00:00+00:00,-5.639187812805176,1.2885847091674805,4.666108131408691,307.853515625,8.37403392791748
2015-10-01 07:00:00+00:00,-5.698370933532715,1.2689905166625977,4.6542863845825195,308.897705078125,8.218963623046875
2015-10-01 08:00:00+00:00,-5.95306396484375,1.3118677139282227,4.782149314880371,310.319580078125,7.930464744567871
2015-10-01 09:00:00+00:00,-5.299354553222656,1.315032958984375,4.88176155090332,311.272705078125,7.686309814453125
2015-10-01 10:00:00+00:00,-5.125239372253418,1.2893600463867188,4.956687927246094,311.8642578125,7.107007026672363
2015-10-01 11:00:00+00:00,-4.663913726806641,1.259139060974121,4.998167991638184,311.98828125,7.043042182922363
2015-10-01 12:00:00+00:00,-4.174588203430176,1.2304115295410156,5.022731781005859,311.687744140625,7.122091293334961
2015-10-01 13:00:00+00:00,-3.7992124557495117,1.2032499313354492,5.041081428527832,311.309326171875,7.199186325073242
2015-10-01 14:00:00+00:00,-3.19333553314209,1.186091423034668,5.040544509887695,310.569091796875,7.477119445800781
2015-10-01 15:00:00+00:00,-2.2273178100585938,1.1788854598999023,5.022918701171875,309.2421875,8.000675201416016
2015-10-01 16:00:00+00:00,-1.6283187866210938,1.180638313293457,4.994117736816406,307.406982421875,8.403525352478027
2015-10-01 17:00:00+00:00,-1.8276491165161133,1.183842658996582,4.974309921264648,305.74462890625,8.725659370422363
2015-10-01 18:00:00+00:00,-2.765127182006836,1.1982316970825195,4.949164390563965,304.4970703125,8.939682960510254
2015-10-01 19:00:00+00:00,-3.4438600540161133,1.2348356246948242,4.949765205383301,304.09716796875,8.742201805114746
2015-10-01 20:00:00+00:00,-3.5085039138793945,1.2680683135986328,5.000988006591797,304.519287109375,8.411426544189453
2015-10-01 21:00:00+00:00,-3.492218017578125,1.2631988525390625,5.042730331420898,304.994873046875,8.221290588378906
2015-10-01 22:00:00+00:00,-3.572195053100586,1.271820068359375,5.048845291137695,305.023193359375,8.590105056762695
2015-10-01 23:00:00+00:00,-3.274890899658203,1.2670679092407227,5.072121620178223,305.083740234375,8.191511154174805
2015-10-02 00:00:00+00:00,-2.752603530883789,1.252821922302246,5.103471755981445,304.835205078125,8.090493202209473
2015-10-02 01:00:00+00:00,-2.0435285568237305,1.2222166061401367,5.11579704284668,304.48779296875,8.084829330444336
2015-10-02 02:00:00+00:00,-0.8940787315368652,1.2185583114624023,5.1261491775512695,303.0517578125,8.516068458557129
2015-10-02 03:00:00+00:00,0.001156167360022664,1.2500972747802734,5.136876106262207,300.12060546875,9.363832473754883
2015-10-02 04:00:00+00:00,-0.09363269805908203,1.299966812133789,5.107851028442383,296.442626953125,10.009956359863281
2015-10-02 05:00:00+00:00,-0.24315136671066284,1.3566570281982422,5.096863746643066,293.50732421875,10.332079887390137
2015-10-02 06:00:00+00:00,-0.7068436145782471,1.3985300064086914,5.131346702575684,292.156005859375,10.383015632629395
2015-10-02 07:00:00+00:00,-0.9193931221961975,1.3687705993652344,5.147036552429199,292.084228515625,9.81087589263916
2015-10-02 08:00:00+00:00,-0.35958051681518555,1.3551340103149414,5.257122993469238,292.41162109375,9.152813911437988
2015-10-02 09:00:00+00:00,0.16295337677001953,1.3324737548828125,5.37248420715332,292.50732421875,8.785971641540527
2015-10-02 10:00:00+00:00,1.3353767395019531,1.3071470260620117,5.49547004699707,292.399658203125,8.758666038513184
2015-10-02 11:00:00+00:00,1.5945472717285156,1.3044662475585938,5.570074081420898,291.404541015625,9.269536018371582
2015-10-02 12:00:00+00:00,1.653275489807129,1.325739860534668,5.599658966064453,289.554443359375,9.866787910461426
2015-10-02 13:00:00+00:00,0.7951670289039612,1.373739242553711,5.593718528747559,287.458984375,10.499825477600098
2015-10-02 14:00:00+00:00,-0.899693489074707,1.4394817352294922,5.58924674987793,287.067138671875,10.772052764892578
2015-10-02 15:00:00+00:00,-2.112030029296875,1.4788284301757812,5.657356262207031,288.61279296875,9.964024543762207
2015-10-02 16:00:00+00:00,-2.7832870483398438,1.4780206680297852,5.8008012771606445,290.8212890625,8.781001091003418
2015-10-02 17:00:00+00:00,-3.059462547302246,1.4536724090576172,5.985360145568848,293.0966796875,7.429082870483398
2015-10-02 18:00:00+00:00,-3.3661680221557617,1.4234189987182617,6.187070846557617,295.320556640625,6.265083312988281
2015-10-02 19:00:00+00:00,-3.844679832458496,1.6300125122070312,6.857627868652344,297.48779296875,5.358960151672363
2015-10-02 20:00:00+00:00,-4.353360176086426,1.5924367904663086,7.017097473144531,299.223388671875,4.4060258865356445
2015-10-02 21:00:00+00:00,-4.368356704711914,1.5545196533203125,7.130030632019043,300.718505859375,3.508544921875
2015-10-02 22:00:00+00:00,-3.80588436126709,1.5151662826538086,7.25197696685791,301.91357421875,2.61582088470459
2015-10-02 23:00:00+00:00,-3.12481689453125,1.4799985885620117,7.362754821777344,302.899658203125,2.2668590545654297
2015-10-03 00:00:00+00:00,-1.7849931716918945,1.4482135772705078,7.467887878417969,303.700439453125,2.018524169921875
2015-10-03 01:00:00+00:00,-0.7590402960777283,1.4196672439575195,7.558592796325684,304.357666015625,2.1722898483276367
2015-10-03 02:00:00+00:00,-0.6508106589317322,1.4115056991577148,7.679622650146484,304.8896484375,2.4556541442871094
2015-10-03 03:00:00+00:00,-0.5013259649276733,1.3875722885131836,7.758566856384277,305.3564453125,2.7554521560668945
2015-10-03 04:00:00+00:00,-0.21323484182357788,1.3629159927368164,7.817192077636719,305.703125,2.9959793090820312
2015-10-03 05:00:00+00:00,-0.48297107219696045,1.3374719619750977,7.865995407104492,305.974365234375,2.8703012466430664
2015-10-03 06:00:00+00:00,-1.1521577835083008,1.311807632446289,7.905351638793945,306.211669921875,2.311099052429199
2015-10-03 07:00:00+00:00,-1.3695564270019531,1.284916877746582,7.937325477600098,306.412841796875,1.4194231033325195
2015-10-03 08:00:00+00:00,-1.0918617248535156,1.257150650024414,7.963019371032715,306.581298828125,0.31739550828933716
2015-10-03 09:00:00+00:00,-0.39676159620285034,1.2294197082519531,7.978790283203125,306.732177734375,-0.4907492399215698
2015-10-03 10:00:00+00:00,0.6718320846557617,1.1995630264282227,8.008575439453125,306.853515625,-0.843695342540741
2015-10-03 11:00:00+00:00,0.9730337858200073,1.1733522415161133,7.98716926574707,306.97509765625,-1.4846162796020508
2015-10-03 12:00:00+00:00,1.4429283142089844,1.147904396057129,7.947236061096191,307.087158203125,-1.9103240966796875
2015-10-03 13:00:00+00:00,2.7171688079833984,1.1223220825195312,7.901613235473633,307.0458984375,-1.8248786926269531
2015-10-03 14:00:00+00:00,3.644563674926758,1.0960874557495117,7.856249809265137,306.9326171875,-1.1167993545532227
2015-10-03 15:00:00+00:00,3.7435503005981445,1.069025993347168,7.817812919616699,306.89697265625,-0.6498005390167236
2015-10-03 16:00:00+00:00,3.3013648986816406,1.0416040420532227,7.780796051025391,306.90478515625,-0.45298147201538086
2015-10-03 17:00:00+00:00,2.7026748657226562,1.0147218704223633,7.744694709777832,306.96044921875,-0.5411879420280457
2015-10-03 18:00:00+00:00,1.8396005630493164,0.9886127710342407,7.700554847717285,307.0576171875,-0.8106892704963684
2015-10-03 19:00:00+00:00,1.4006099700927734,0.9631757736206055,7.6581220626831055,307.13818359375,-0.799550473690033
2015-10-03 20:00:00+00:00,0.9852217435836792,0.9385755062103271,7.613064765930176,307.199462890625,-0.9589844942092896
2015-10-03 21:00:00+00:00,0.0982358455657959,0.9151616096496582,7.563398361206055,307.2568359375,-1.1119909286499023
2015-10-03 22:00:00+00:00,-1.1048717498779297,0.888329803943634,7.557755470275879,307.32861328125,-1.5450935363769531
2015-10-03 23:00:00+00:00,-0.9286229014396667,0.871697187423706,7.448514938354492,307.66162109375,-1.3449316024780273
2015-10-04 00:00:00+00:00,-1.9638004302978516,0.8900766372680664,7.477252006530762,308.424560546875,-2.1492996215820312
2015-10-04 01:00:00+00:00,-2.1068992614746094,0.8711460828781128,7.4109954833984375,308.781005859375,-2.6294307708740234
2015-10-04 02:00:00+00:00,-2.231245994567871,0.8498054146766663,7.362659454345703,308.88525390625,-2.8144168853759766
2015-10-04 03:00:00+00:00,-2.387239456176758,0.8288847208023071,7.305364608764648,309.058349609375,-3.5257606506347656
