timestamp,Mean wave direction,Significant height of combined wind waves and swell,100 metre V wind component,Mean wave period,100 metre U wind component
2015-02-04 00:00:00+00:00,18.688125610351562,1.098073959350586,-7.317967414855957,6.032480239868164,-1.4508914947509766
2015-02-04 01:00:00+00:00,17.4139404296875,1.128082275390625,-7.833034515380859,5.989235877990723,-0.740325391292572
2015-02-04 02:00:00+00:00,15.50688648223877,1.1745882034301758,-8.334939002990723,5.956877708435059,0.1213231086730957
2015-02-04 03:00:00+00:00,12.786036491394043,1.2454023361206055,-9.26710319519043,5.913257598876953,0.8911352753639221
2015-02-04 04:00:00+00:00,9.288886070251465,1.3366622924804688,-10.23684024810791,5.874885559082031,1.7679414749145508
2015-02-04 05:00:00+00:00,5.613302230834961,1.4340696334838867,-10.475733757019043,5.8664045333862305,2.624490737915039
2015-02-04 06:00:00+00:00,3.03643798828125,1.503448486328125,-10.113767623901367,5.931465148925781,3.3640403747558594
2015-02-04 07:00:00+00:00,1.2848520278930664,1.5477800369262695,-10.1476411819458,6.011838912963867,3.967055320739746
2015-02-04 08:00:00+00:00,0.24294358491897583,1.5771007537841797,-10.354667663574219,6.074945449829102,3.7534990310668945
2015-02-04 09:00:00+00:00,359.71630859375,1.578810691833496,-10.653450012207031,6.043645858764648,3.0763673782348633
2015-02-04 10:00:00+00:00,0.379417359828949,1.5806608200073242,-10.34128189086914,6.118607521057129,1.947021484375
2015-02-04 11:00:00+00:00,1.256443977355957,1.5668964385986328,-9.992912292480469,6.147170066833496,1.1329975128173828
2015-02-04 12:00:00+00:00,2.145575523376465,1.5488605499267578,-9.633415222167969,6.14748477935791,1.0155677795410156
2015-02-04 13:00:00+00:00,2.8428096771240234,1.5313596725463867,-9.806715965270996,6.13104248046875,1.193863868713379
2015-02-04 14:00:00+00:00,3.014741897583008,1.531519889831543,-10.240569114685059,6.070333480834961,1.2185869216918945
2015-02-04 15:00:00+00:00,3.012147903442383,1.5417203903198242,-11.02653694152832,5.987521171569824,1.208083152770996
2015-02-04 16:00:00+00:00,3.3517379760742188,1.5558490753173828,-11.313607215881348,5.919142723083496,0.9039694666862488
2015-02-04 17:00:00+00:00,4.014404296875,1.5598115921020508,-11.53254222869873,5.880368232727051,0.873232364654541
2015-02-04 18:00:00+00:00,4.91468620300293,1.5588531494140625,-11.306310653686523,5.8520307540893555,0.4506745934486389
2015-02-04 19:00:00+00:00,6.014410972595215,1.5480937957763672,-11.011902809143066,5.8567399978637695,-0.3644844889640808
2015-02-04 20:00:00+00:00,7.027124404907227,1.5332117080688477,-10.523032188415527,5.878325462341309,-0.5027132630348206
2015-02-04 21:00:00+00:00,7.53199577331543,1.516160011291504,-10.780734062194824,5.874238014221191,-0.3329532742500305
2015-02-04 22:00:00+00:00,7.733345985412598,1.4603557586669922,-9.590888023376465,5.909698486328125,0.32974106073379517
2015-02-04 23:00:00+00:00,6.927678108215332,1.4168710708618164,-9.779521942138672,5.881251335144043,1.7672271728515625
2015-02-05 00:00:00+00:00,5.5360517501831055,1.3823375701904297,-9.54913330078125,5.826879501342773,2.610929489135742
2015-02-05 01:00:00+00:00,4.201128959655762,1.351639747619629,-9.374117851257324,5.776153564453125,3.208083152770996
2015-02-05 02:00:00+00:00,2.425111770629883,1.4736251831054688,-9.745397567749023,5.937717437744141,3.2052688598632812
2015-02-05 03:00:00+00:00,1.3970184326171875,1.4512557983398438,-10.096308708190918,5.845587730407715,2.4828834533691406
2015-02-05 04:00:00+00:00,1.5333175659179688,1.4253654479980469,-10.306583404541016,5.828329086303711,0.870820164680481
