timestamp,Mean wave direction,10 metre U wind component,Significant height of combined wind waves and swell,2 metre dewpoint temperature,10 metre V wind component,Total precipitation,2 metre temperature,Mean wave period
2017-07-07 00:00:00+00:00,97.56484985351562,-3.027146339416504,0.6378743648529053,287.973876953125,3.390862464904785,,289.128173828125,4.395978927612305
2017-07-07 01:00:00+00:00,93.94593811035156,-2.1006956100463867,0.6074877977371216,287.973388671875,3.161306381225586,,288.931396484375,4.478206634521484
2017-07-07 02:00:00+00:00,90.12806701660156,0.4175853729248047,0.5830519199371338,288.153076171875,2.1909379959106445,,289.323974609375,4.529330253601074
2017-07-07 03:00:00+00:00,86.02337646484375,2.519590377807617,0.5615158081054688,288.10791015625,0.3170003890991211,,289.152099609375,4.575369834899902
2017-07-07 04:00:00+00:00,81.37825012207031,2.817232131958008,0.5446169972419739,288.02880859375,-1.356013298034668,,289.043212890625,4.592889785766602
2017-07-07 05:00:00+00:00,76.11691284179688,3.3532228469848633,0.5304094552993774,287.880126953125,-1.932511329650879,,289.034423828125,4.594766616821289
2017-07-07 06:00:00+00:00,68.30523681640625,4.456705093383789,0.5238313674926758,287.6474609375,-2.3585453033447266,0.0,288.87841796875,4.5441789627075195
2017-07-07 07:00:00+00:00,52.00938415527344,5.422568321228027,0.5354139804840088,287.435791015625,-3.20272159576416,,288.70458984375,4.375929832458496
2017-07-07 08:00:00+00:00,30.003738403320312,5.3114118576049805,0.5468612313270569,287.3291015625,-3.541079521179199,,288.60302734375,4.2338666915893555
2017-07-07 09:00:00+00:00,11.691925048828125,5.232424736022949,0.552642285823822,287.294921875,-3.555316925048828,,288.622802734375,4.172320365905762
2017-07-07 10:00:00+00:00,4.744933128356934,4.741196632385254,0.5424826145172119,287.609375,-2.2468347549438477,,288.890625,4.217672348022461
2017-07-07 11:00:00+00:00,3.4668025970458984,3.9311838150024414,0.5267288684844971,287.673583984375,-1.2150630950927734,,289.016845703125,4.277454376220703
2017-07-07 12:00:00+00:00,4.6690263748168945,2.9513044357299805,0.5026556849479675,287.785400390625,-0.29819780588150024,,289.203125,4.373996734619141
2017-07-07 13:00:00+00:00,7.219085693359375,1.5725431442260742,0.4754813313484192,287.938232421875,0.21150511503219604,,289.328857421875,4.492641448974609
2017-07-07 14:00:00+00:00,9.470059394836426,0.9913851618766785,0.4513029456138611,287.97705078125,0.46906405687332153,,289.489501953125,4.605400085449219
2017-07-07 15:00:00+00:00,11.176741600036621,0.9761872291564941,0.43236517906188965,288.058837890625,0.5467355847358704,,289.681884765625,4.680417060852051
2017-07-07 16:00:00+00:00,12.48509407043457,0.9319596886634827,0.41499078273773193,288.188232421875,0.48871320486068726,,289.963623046875,4.766077995300293
2017-07-07 17:00:00+00:00,13.86776351928711,0.7330724000930786,0.4023364186286926,287.965576171875,0.4953228235244751,,290.45556640625,4.809165000915527
2017-07-07 18:00:00+00:00,15.715417861938477,0.5484429001808167,0.39415866136550903,287.932861328125,1.6222848892211914,3.0510864235111512e-06,290.5595703125,4.8174028396606445
2017-07-07 19:00:00+00:00,17.005706787109375,0.33781594038009644,0.38421183824539185,287.823974609375,2.6065845489501953,,290.42138671875,4.842920303344727
2017-07-07 20:00:00+00:00,17.354080200195312,0.340201735496521,0.37225908041000366,287.89892578125,1.9951343536376953,,290.128662109375,4.891295433044434
2017-07-07 21:00:00+00:00,17.078353881835938,0.8353681564331055,0.3607536554336548,287.9111328125,1.0605812072753906,,289.849853515625,4.938608169555664
2017-07-07 22:00:00+00:00,16.175216674804688,1.7911453247070312,0.33982282876968384,288.077880859375,-0.46106451749801636,,289.621337890625,5.145085334777832
2017-07-07 23:00:00+00:00,15.081611633300781,2.177286148071289,0.3342360854148865,287.98486328125,-1.684800148010254,,289.438720703125,5.092097282409668
2017-07-08 00:00:00+00:00,12.256607055664062,2.4046125411987305,0.3319072723388672,287.816162109375,-2.1334657669067383,,289.30810546875,4.991274833679199
2017-07-08 01:00:00+00:00,7.616304397583008,3.0233898162841797,0.33500200510025024,287.636474609375,-1.9622917175292969,,289.172119140625,4.829275131225586
2017-07-08 02:00:00+00:00,2.781710624694824,3.571897506713867,0.3385106921195984,287.48193359375,-2.0929126739501953,,289.0439453125,4.687202453613281
2017-07-08 03:00:00+00:00,354.080322265625,4.128591537475586,0.3664325475692749,287.240966796875,-3.7513465881347656,,288.867431640625,4.337895393371582
2017-07-08 04:00:00+00:00,345.562744140625,3.468557357788086,0.423947811126709,286.62890625,-5.857306480407715,,288.537109375,3.911722183227539
2017-07-08 05:00:00+00:00,340.716064453125,2.646172523498535,0.49062633514404297,285.684814453125,-6.298932075500488,,288.171630859375,3.636185646057129
2017-07-08 06:00:00+00:00,337.810791015625,2.9443283081054688,0.5633297562599182,284.58349609375,-6.535984039306641,0.0,287.820068359375,3.5247344970703125
2017-07-08 07:00:00+00:00,335.8125,3.221676826477051,0.6276391744613647,283.638671875,-6.369651794433594,,287.48828125,3.5293006896972656
2017-07-08 08:00:00+00:00,334.62939453125,3.409238815307617,0.6650081872940063,282.963623046875,-5.7572021484375,,287.243896484375,3.6007699966430664
2017-07-08 09:00:00+00:00,334.051025390625,3.468524932861328,0.6722336411476135,282.444091796875,-4.997581481933594,,287.087646484375,3.6902198791503906
2017-07-08 10:00:00+00:00,333.0419921875,3.7149744033813477,0.6547580361366272,282.604736328125,-4.028905868530273,,287.221923828125,3.779298782348633
2017-07-08 11:00:00+00:00,333.070068359375,3.257108688354492,0.6332342028617859,282.283935546875,-3.9062747955322266,,287.2548828125,3.851987838745117
2017-07-08 12:00:00+00:00,333.580078125,2.7288217544555664,0.6096231341362,282.025146484375,-3.5903615951538086,,287.310302734375,3.918656349182129
2017-07-08 13:00:00+00:00,334.42919921875,1.7721099853515625,0.5828108191490173,281.867919921875,-2.922637939453125,,287.34326171875,3.985989570617676
2017-07-08 14:00:00+00:00,335.498779296875,0.4292188882827759,0.5538903474807739,281.761962890625,-2.2508068084716797,,287.391357421875,4.048927307128906
2017-07-08 15:00:00+00:00,336.9296875,-0.8640835881233215,0.5281690955162048,281.7236328125,-1.8085193634033203,,287.535888671875,4.092205047607422
2017-07-08 16:00:00+00:00,339.327392578125,-2.1496124267578125,0.5097684860229492,281.94873046875,-1.3609380722045898,,287.73876953125,4.085807800292969
2017-07-08 17:00:00+00:00,342.334228515625,-3.025702476501465,0.4945535659790039,282.282470703125,-0.8205190896987915,,287.87646484375,4.0631513595581055
2017-07-08 18:00:00+00:00,345.134033203125,-3.479466438293457,0.4794358015060425,282.66796875,-0.04539516940712929,0.0,287.9189453125,4.04593563079834
2017-07-08 19:00:00+00:00,347.82861328125,-3.649585723876953,0.466111421585083,282.88134765625,0.994550883769989,,287.95654296875,4.023891448974609
2017-07-08 20:00:00+00:00,351.86572265625,-3.6672849655151367,0.46082574129104614,283.10595703125,2.3317413330078125,,287.974853515625,3.954753875732422
2017-07-08 21:00:00+00:00,359.549072265625,-3.23848819732666,0.46937596797943115,283.5224609375,4.270087242126465,,288.0107421875,3.8247270584106445
2017-07-08 22:00:00+00:00,6.982074737548828,-1.561574935913086,0.4785969853401184,284.3701171875,5.921351432800293,,288.141357421875,3.7261056900024414
2017-07-08 23:00:00+00:00,46.59022521972656,-0.7084211707115173,0.4919964075088501,284.65234375,6.514718055725098,,288.169921875,3.626901626586914
2017-07-09 00:00:00+00:00,341.234130859375,-0.01501406729221344,0.5142494440078735,284.8486328125,6.597145080566406,,288.1826171875,3.5246782302856445
2017-07-09 01:00:00+00:00,213.09683227539062,0.5414684414863586,0.5312946438789368,284.948486328125,6.7000932693481445,,288.180908203125,3.4686851501464844
2017-07-09 02:00:00+00:00,198.525390625,1.3003616333007812,0.5392438173294067,285.068115234375,6.428370475769043,,288.173583984375,3.4494619369506836
2017-07-09 03:00:00+00:00,201.3890838623047,2.0413217544555664,0.5219444632530212,285.190185546875,5.875790596008301,,288.177978515625,3.473568916320801
2017-07-09 04:00:00+00:00,208.92062377929688,2.5550718307495117,0.49327391386032104,285.342529296875,5.11906623840332,,288.21484375,3.5115489959716797
2017-07-09 05:00:00+00:00,223.8684539794922,2.596628189086914,0.45933520793914795,285.540283203125,4.314453125,,288.2421875,3.5712966918945312
2017-07-09 06:00:00+00:00,231.45396423339844,2.0699214935302734,0.42820245027542114,285.815673828125,4.19435977935791,0.0,288.367919921875,3.6304197311401367
2017-07-09 07:00:00+00:00,232.72259521484375,1.795182228088379,0.40351569652557373,286.081787109375,4.150303840637207,,288.61767578125,3.668595314025879
2017-07-09 08:00:00+00:00,226.96774291992188,1.6929931640625,0.3842850923538208,286.4697265625,3.7640161514282227,,288.969970703125,3.691664695739746
2017-07-09 09:00:00+00:00,211.86526489257812,1.3364458084106445,0.37022167444229126,286.84814453125,3.5212717056274414,,289.372314453125,3.7061805725097656
2017-07-09 10:00:00+00:00,194.44874572753906,-0.21586835384368896,0.35454750061035156,287.958984375,3.1344213485717773,,289.958740234375,3.741588592529297
2017-07-09 11:00:00+00:00,163.49900817871094,-1.2341060638427734,0.35434383153915405,288.15380859375,3.102313995361328,,290.26953125,3.7197628021240234
2017-07-09 12:00:00+00:00,127.0029296875,-2.5761280059814453,0.36441880464553833,288.31103515625,3.261702537536621,,290.633056640625,3.6232118606567383
2017-07-09 13:00:00+00:00,126.9093017578125,-3.335573196411133,0.38675761222839355,288.363037109375,4.1267595291137695,,290.845458984375,3.5258731842041016
2017-07-09 14:00:00+00:00,134.81512451171875,-3.1017866134643555,0.4226343035697937,288.29443359375,5.220613479614258,,290.94384765625,3.4298276901245117
2017-07-09 15:00:00+00:00,141.80462646484375,-2.792426109313965,0.4609759449958801,288.043212890625,5.754826545715332,,290.9833984375,3.368405342102051
2017-07-09 16:00:00+00:00,146.25318908691406,-2.817169189453125,0.49999386072158813,287.79736328125,6.171408653259277,,291.054443359375,3.3431177139282227
2017-07-09 17:00:00+00:00,149.60009765625,-2.992800712585449,0.5492628812789917,287.49609375,6.8490190505981445,,291.062744140625,3.3397321701049805
2017-07-09 18:00:00+00:00,151.34844970703125,-2.89522647857666,0.5917222499847412,287.141845703125,7.547562599182129,7.637684120709309e-07,291.083984375,3.3749427795410156
2017-07-09 19:00:00+00:00,152.69406127929688,-2.728459358215332,0.6274120211601257,286.777099609375,8.129653930664062,,291.034423828125,3.4258432388305664
2017-07-09 20:00:00+00:00,153.81227111816406,-2.3828887939453125,0.6529524326324463,286.52783203125,8.234162330627441,,290.9697265625,3.4645681381225586
2017-07-09 21:00:00+00:00,154.8240509033203,-1.9162330627441406,0.6726545095443726,286.3525390625,7.758642196655273,,290.808349609375,3.49460506439209
2017-07-09 22:00:00+00:00,154.52552795410156,-2.1034488677978516,0.6627707481384277,285.87744140625,7.245387077331543,,290.568359375,3.533175468444824
2017-07-09 23:00:00+00:00,154.93600463867188,-1.576486587524414,0.650328516960144,285.99169921875,7.330615997314453,,290.440185546875,3.548129081726074
2017-07-10 00:00:00+00:00,156.08340454101562,-0.6240766644477844,0.6377139687538147,286.131103515625,7.2673234939575195,,290.365966796875,3.5524864196777344
2017-07-10 01:00:00+00:00,155.86578369140625,0.7393848896026611,0.5940922498703003,286.239501953125,6.125011444091797,,290.24755859375,3.577688217163086
