index,location_key,latitude,longitude,begin,end,duration,distance_centroid
0,cluster-14_location-0,54.04564291666666,6.432179208333334,2020-03-26 00:37:29+00:00,2020-03-27 07:31:42+00:00,1 days 06:54:13,855.8955663536381
1,cluster-14_location-1,54.03891615384615,6.441518076923078,2020-03-27 19:37:13+00:00,2020-03-28 08:23:14+00:00,0 days 12:46:01,1335.5403246071655
2,cluster-14_location-2,54.052235371428566,6.453826331428572,2020-04-08 17:41:44+00:00,2020-04-18 12:24:47+00:00,9 days 18:43:03,803.9924500402087
3,cluster-14_location-3,54.05355702127658,6.436817521276596,2020-04-18 17:18:47+00:00,2020-04-24 00:07:24+00:00,5 days 06:48:37,433.2419788134489
4,cluster-14_location-4,54.05190414634146,6.418940170731708,2020-04-24 03:07:17+00:00,2020-04-26 08:16:02+00:00,2 days 05:08:45,1490.5610705072183
5,cluster-14_location-5,54.04534285714285,6.450871,2020-04-30 10:21:16+00:00,2020-05-02 06:03:20+00:00,1 days 19:42:04,861.9056640181909
6,cluster-14_location-6,54.04459999999999,6.4173112,2020-05-05 05:18:40+00:00,2020-05-06 23:06:52+00:00,1 days 17:48:12,1741.4715148856296
7,cluster-14_location-7,54.02829666666667,6.418194,2020-05-16 01:52:36+00:00,2020-05-16 05:28:37+00:00,0 days 03:36:01,2947.934907390983
