timestamp,2 metre temperature,Significant height of combined wind waves and swell,10 metre U wind component,Mean wave direction,2 metre dewpoint temperature,Total precipitation,Mean wave period,10 metre V wind component
2017-02-02 22:00:00+00:00,281.866455078125,1.5700464248657227,-1.1163625717163086,163.80690002441406,279.418701171875,,4.845623970031738,10.728377342224121
2017-02-02 23:00:00+00:00,281.791259765625,1.5487585067749023,-0.8116779327392578,165.1304931640625,279.37109375,,4.847614288330078,10.496806144714355
2017-02-03 00:00:00+00:00,281.693603515625,1.5051755905151367,-0.255209743976593,166.59814453125,279.332763671875,,4.836548805236816,10.13064193725586
2017-02-03 01:00:00+00:00,281.602294921875,1.4463872909545898,-0.1296241283416748,167.7015380859375,279.274658203125,,4.808611869812012,10.03819465637207
2017-02-03 02:00:00+00:00,281.464599609375,1.4122962951660156,0.41690123081207275,169.17269897460938,279.1767578125,,4.756356239318848,9.711771965026855
2017-02-03 03:00:00+00:00,281.302490234375,1.3654451370239258,0.2425316572189331,170.35848999023438,279.073486328125,,4.746495246887207,9.123151779174805
2017-02-03 04:00:00+00:00,281.0654296875,1.3034553527832031,0.42060333490371704,171.97463989257812,278.962646484375,,4.663949012756348,9.679672241210938
2017-02-03 05:00:00+00:00,280.812255859375,1.2687854766845703,1.0611858367919922,174.21202087402344,278.863037109375,,4.572554588317871,9.170370101928711
2017-02-03 06:00:00+00:00,280.621337890625,1.2032470703125,1.0184602737426758,175.55064392089844,278.803955078125,0.0,4.51479434967041,8.85167407989502
2017-02-03 07:00:00+00:00,280.500244140625,1.1349773406982422,1.4351873397827148,176.652587890625,278.724365234375,,4.454350471496582,8.554447174072266
2017-02-03 08:00:00+00:00,280.30908203125,1.0790128707885742,1.3355731964111328,178.15707397460938,278.5732421875,,4.379870414733887,8.137587547302246
2017-02-03 09:00:00+00:00,280.101806640625,1.0121240615844727,0.4484555125236511,178.2139129638672,278.427978515625,,4.3230133056640625,7.926043510437012
2017-02-03 10:00:00+00:00,280.09619140625,0.9449989795684814,-0.4070519208908081,176.77212524414062,278.5498046875,,4.261005401611328,7.402902603149414
2017-02-03 11:00:00+00:00,280.30712890625,0.9009101986885071,-0.6098302006721497,175.12033081054688,278.590087890625,,4.169816017150879,7.593146324157715
2017-02-03 12:00:00+00:00,280.5869140625,0.8740089535713196,-0.7493864893913269,173.88136291503906,278.506591796875,,4.081836700439453,7.466689109802246
2017-02-03 13:00:00+00:00,280.770751953125,0.8471040725708008,-1.6596345901489258,171.64035034179688,278.3251953125,,4.020930290222168,7.075340270996094
2017-02-03 14:00:00+00:00,280.722900390625,0.8272538185119629,-3.5338335037231445,167.82772827148438,278.3095703125,,3.9614439010620117,6.673240661621094
2017-02-03 15:00:00+00:00,280.4990234375,0.8334317803382874,-5.328322410583496,162.01475524902344,278.3759765625,,3.889341354370117,6.431448936462402
2017-02-03 16:00:00+00:00,280.275146484375,0.8883556723594666,-5.9451799392700195,155.25253295898438,278.303955078125,,3.8362293243408203,7.003731727600098
2017-02-03 17:00:00+00:00,280.126953125,1.0017566680908203,-6.675925254821777,149.8310089111328,278.26025390625,,3.867375373840332,7.481249809265137
2017-02-03 18:00:00+00:00,280.209716796875,1.1676025390625,-7.349555015563965,146.64256286621094,278.18310546875,3.433643541939091e-06,4.005398750305176,7.997714996337891
2017-02-03 19:00:00+00:00,280.510498046875,1.3626108169555664,-7.286308288574219,145.36749267578125,278.048095703125,,4.2157182693481445,8.540215492248535
2017-02-03 20:00:00+00:00,280.745849609375,1.5252141952514648,-7.038159370422363,145.15640258789062,277.977294921875,,4.448295593261719,8.859705924987793
2017-02-03 21:00:00+00:00,280.7734375,1.664586067199707,-7.082344055175781,145.15867614746094,277.96337890625,,4.680881500244141,9.002009391784668
2017-02-03 22:00:00+00:00,280.739501953125,1.728926658630371,-7.337963104248047,144.0342559814453,278.021728515625,,4.831930160522461,9.026325225830078
2017-02-03 23:00:00+00:00,280.6298828125,1.7668380737304688,-7.324800491333008,142.9852752685547,278.2021484375,,4.9358110427856445,9.064424514770508
2017-02-04 00:00:00+00:00,280.432861328125,1.7698698043823242,-5.412666320800781,144.38851928710938,278.431884765625,,5.008288383483887,9.998394966125488
2017-02-04 01:00:00+00:00,279.920654296875,1.7051677703857422,1.8998908996582031,151.0218048095703,277.990234375,,5.001629829406738,10.91020679473877
2017-02-04 02:00:00+00:00,279.0537109375,1.6481332778930664,6.543349266052246,165.4219512939453,276.2958984375,,4.849811553955078,9.764330863952637
2017-02-04 03:00:00+00:00,278.796630859375,1.5846271514892578,7.360154151916504,183.06814575195312,275.716796875,,4.648642539978027,8.67983627319336
2017-02-04 04:00:00+00:00,278.5927734375,1.5199832916259766,7.591122627258301,194.34495544433594,275.6669921875,,4.63185977935791,7.671996116638184
2017-02-04 05:00:00+00:00,278.35107421875,1.4001903533935547,6.068549156188965,197.79708862304688,275.74365234375,,4.651105880737305,7.055265426635742
2017-02-04 06:00:00+00:00,278.203857421875,1.2538681030273438,4.044022560119629,197.0037841796875,275.885986328125,0.0,4.648458480834961,6.563507080078125
2017-02-04 07:00:00+00:00,278.122802734375,1.1145057678222656,1.7527809143066406,194.95718383789062,276.07421875,,4.6198835372924805,6.488433837890625
2017-02-04 08:00:00+00:00,278.163818359375,0.9997560381889343,0.4695298671722412,192.1398468017578,276.356689453125,,4.539453506469727,7.178130149841309
2017-02-04 09:00:00+00:00,278.362548828125,0.9198108911514282,0.5788764953613281,189.4701385498047,276.7255859375,,4.4082489013671875,6.4318695068359375
2017-02-04 10:00:00+00:00,278.519287109375,0.8629350066184998,1.169316291809082,187.9984893798828,276.893310546875,,4.2646894454956055,6.318929672241211
2017-02-04 11:00:00+00:00,278.70458984375,0.8040977716445923,1.726297378540039,187.18751525878906,276.861083984375,,4.168383598327637,5.643098831176758
2017-02-04 12:00:00+00:00,278.80908203125,0.730474054813385,2.5767087936401367,185.9453125,276.996337890625,,4.139963150024414,4.651082992553711
2017-02-04 13:00:00+00:00,278.886962890625,0.658815324306488,2.5238399505615234,184.0753173828125,277.10595703125,,4.1295013427734375,3.814451217651367
2017-02-04 14:00:00+00:00,278.9462890625,0.5955479145050049,1.9051275253295898,181.5871124267578,277.179443359375,,4.118241310119629,3.0372543334960938
2017-02-04 15:00:00+00:00,278.9990234375,0.5410013198852539,0.7193086743354797,178.5906982421875,277.24951171875,,4.110573768615723,2.271449089050293
2017-02-04 16:00:00+00:00,279.057861328125,0.49668294191360474,-1.240849494934082,174.90509033203125,277.3623046875,,4.084531784057617,2.2167282104492188
2017-02-04 17:00:00+00:00,279.102294921875,0.46498262882232666,-2.1711807250976562,169.79112243652344,277.594482421875,,4.00938606262207,2.748318672180176
2017-02-04 18:00:00+00:00,279.114013671875,0.4453355073928833,-2.4620141983032227,163.79576110839844,277.9072265625,8.685668944963254e-06,3.9015541076660156,3.4396257400512695
2017-02-04 19:00:00+00:00,279.065673828125,0.44279545545578003,-3.0486984252929688,157.7208251953125,278.051513671875,,3.751567840576172,4.482625961303711
2017-02-04 20:00:00+00:00,278.9951171875,0.4576260447502136,-2.806020736694336,152.84548950195312,278.1015625,,3.6245269775390625,5.28068733215332
2017-02-04 21:00:00+00:00,278.901611328125,0.4764382243156433,-1.9151182174682617,149.9020538330078,278.082763671875,,3.5942115783691406,5.642969131469727
2017-02-04 22:00:00+00:00,278.981201171875,0.482785701751709,-2.098649024963379,147.41847229003906,277.45458984375,,3.628429412841797,5.0588579177856445
2017-02-04 23:00:00+00:00,278.9208984375,0.4869776964187622,-2.12237548828125,144.58384704589844,277.45703125,,3.7036962509155273,5.277173042297363
2017-02-05 00:00:00+00:00,278.82177734375,0.481600821018219,-1.7965478897094727,141.69163513183594,277.446533203125,,3.8084840774536133,4.8752288818359375
2017-02-05 01:00:00+00:00,278.734375,0.4676938056945801,-1.8187074661254883,137.8455810546875,277.424560546875,,3.934933662414551,4.684103965759277
2017-02-05 02:00:00+00:00,278.7197265625,0.4544331431388855,-2.4594650268554688,132.79139709472656,277.456787109375,,4.043032646179199,4.335017204284668
2017-02-05 03:00:00+00:00,278.75634765625,0.448331356048584,-2.961435317993164,127.13467407226562,277.577880859375,,4.100552558898926,3.972872734069824
2017-02-05 04:00:00+00:00,278.777587890625,0.44329988956451416,-3.452458381652832,121.56854248046875,277.6884765625,,4.159783363342285,3.27447509765625
2017-02-05 05:00:00+00:00,278.78369140625,0.44376641511917114,-4.298952102661133,114.92573547363281,277.747802734375,,4.163025856018066,2.273998260498047
2017-02-05 06:00:00+00:00,278.798583984375,0.45471465587615967,-4.585752487182617,107.46563720703125,277.762939453125,0.0,4.087777137756348,2.1206302642822266
2017-02-05 07:00:00+00:00,278.86669921875,0.4824907183647156,-5.371691703796387,101.45616149902344,277.76806640625,,3.9316415786743164,1.6244573593139648
2017-02-05 08:00:00+00:00,278.965087890625,0.5121524930000305,-6.0097761154174805,96.89442443847656,277.864013671875,,3.842391014099121,0.9261027574539185
2017-02-05 09:00:00+00:00,279.064208984375,0.5296804904937744,-5.569159507751465,92.44636535644531,277.9580078125,,3.8253402709960938,0.3509727120399475
2017-02-05 10:00:00+00:00,279.021484375,0.526886522769928,-4.800898551940918,88.15447998046875,277.41552734375,,3.8636608123779297,0.019877243787050247
2017-02-05 11:00:00+00:00,279.096435546875,0.5154574513435364,-4.406152725219727,83.85673522949219,277.290283203125,,3.9412355422973633,-0.05992152541875839
