timestamp,Significant height of combined wind waves and swell,Mean wave direction,2 metre dewpoint temperature,Mean wave period,Total precipitation,10 metre U wind component,10 metre V wind component,2 metre temperature
2017-03-02 14:00:00+00:00,1.5336999893188477,294.45751953125,275.650390625,5.632058143615723,,8.691051483154297,0.537767231464386,280.3916015625
2017-03-02 15:00:00+00:00,1.4323720932006836,297.584228515625,275.515869140625,5.748261451721191,,8.871416091918945,0.9632124304771423,280.72607421875
2017-03-02 16:00:00+00:00,1.3827953338623047,298.94189453125,275.7998046875,5.788173675537109,,8.715428352355957,1.5602807998657227,280.80517578125
2017-03-02 17:00:00+00:00,1.3575820922851562,299.43115234375,276.041015625,5.797547340393066,,8.421335220336914,2.1535730361938477,280.87353515625
2017-03-02 18:00:00+00:00,1.3157310485839844,300.933837890625,276.0888671875,5.877398490905762,0.0,7.853940010070801,3.2084341049194336,280.830322265625
2017-03-02 19:00:00+00:00,1.4148635864257812,300.82275390625,275.57080078125,6.190855979919434,,7.651459693908691,3.777411460876465,280.67919921875
2017-03-02 20:00:00+00:00,1.3656034469604492,300.7236328125,274.75146484375,6.1944732666015625,,7.002349853515625,4.069270133972168,280.442626953125
2017-03-02 21:00:00+00:00,1.3132591247558594,301.29931640625,274.471435546875,6.243227005004883,,6.575641632080078,5.281984329223633,280.165283203125
2017-03-02 22:00:00+00:00,1.3077936172485352,295.861083984375,275.238037109375,6.1166229248046875,,6.513271331787109,6.404916763305664,280.105712890625
2017-03-02 23:00:00+00:00,1.3015718460083008,289.307373046875,275.215576171875,6.006377220153809,,5.823480606079102,6.908161163330078,279.8515625
2017-03-03 00:00:00+00:00,1.295119285583496,281.472900390625,275.63134765625,5.902561187744141,,5.374123573303223,7.460025787353516,279.5576171875
2017-03-03 01:00:00+00:00,1.3018064498901367,271.90234375,276.240234375,5.77382755279541,,5.135343551635742,7.554108619689941,279.292236328125
2017-03-03 02:00:00+00:00,1.2709503173828125,267.945068359375,276.61962890625,5.770298004150391,,4.42903995513916,6.990289688110352,279.154541015625
2017-03-03 03:00:00+00:00,1.2362442016601562,263.987548828125,276.830322265625,5.749948501586914,,3.861858367919922,7.551543235778809,279.073486328125
2017-03-03 04:00:00+00:00,1.1880512237548828,260.570068359375,276.86328125,5.7445878982543945,,2.4753646850585938,7.326603889465332,279.053955078125
2017-03-03 05:00:00+00:00,1.118556022644043,259.15478515625,276.8818359375,5.789752006530762,,1.5158443450927734,7.314326286315918,279.08544921875
2017-03-03 06:00:00+00:00,1.0507497787475586,257.97607421875,276.9052734375,5.8314971923828125,0.0,0.6377537846565247,7.143466949462891,279.126953125
2017-03-03 07:00:00+00:00,1.0033912658691406,251.53216552734375,277.010009765625,5.791311264038086,,-0.23708772659301758,7.053788185119629,279.189453125
2017-03-03 08:00:00+00:00,0.9862679839134216,234.09217834472656,277.126708984375,5.644937515258789,,-1.5728044509887695,7.307798385620117,279.289794921875
2017-03-03 09:00:00+00:00,0.9998272061347961,203.79356384277344,277.21240234375,5.43773078918457,,-1.3902921676635742,7.806412696838379,279.507568359375
2017-03-03 10:00:00+00:00,1.0094871520996094,185.95713806152344,277.321044921875,5.3283281326293945,,-2.43206787109375,7.627683639526367,279.890380859375
2017-03-03 11:00:00+00:00,1.0336894989013672,172.07797241210938,277.369873046875,5.213702201843262,,-2.7291507720947266,7.574594497680664,279.897216796875
2017-03-03 12:00:00+00:00,1.048431396484375,162.1861114501953,277.524169921875,5.1664228439331055,,-4.26796817779541,6.798614501953125,279.81689453125
2017-03-03 13:00:00+00:00,1.0878028869628906,151.64675903320312,277.577880859375,5.070761680603027,,-5.756726264953613,6.677292823791504,279.6904296875
2017-03-03 14:00:00+00:00,1.1510868072509766,144.80775451660156,277.646484375,4.97470760345459,,-6.175827980041504,6.730820655822754,279.62109375
2017-03-03 15:00:00+00:00,1.2160615921020508,140.73670959472656,277.874267578125,4.986833572387695,,-5.875965118408203,6.737412452697754,279.650634765625
2017-03-03 16:00:00+00:00,1.2248649597167969,138.0106658935547,278.092529296875,5.00050163269043,,-5.45112419128418,6.614473342895508,279.767333984375
2017-03-03 17:00:00+00:00,1.2165069580078125,136.24253845214844,278.243896484375,5.041695594787598,,-4.6788740158081055,6.874285697937012,279.862060546875
2017-03-03 18:00:00+00:00,1.1951446533203125,135.5863494873047,278.35595703125,5.087555885314941,0.0002761951182037592,-3.9337072372436523,6.901243209838867,279.961181640625
2017-03-03 19:00:00+00:00,1.1486778259277344,134.50161743164062,278.474365234375,5.160099029541016,,-2.8113365173339844,6.678062438964844,280.055908203125
2017-03-03 20:00:00+00:00,1.091984748840332,133.2919158935547,278.63330078125,5.2412567138671875,,-1.8943119049072266,6.22097110748291,280.15771484375
2017-03-03 21:00:00+00:00,1.0300817489624023,130.9136199951172,278.796875,5.350793838500977,,-1.7002534866333008,5.531769752502441,280.2724609375
2017-03-03 22:00:00+00:00,0.970321774482727,126.96351623535156,279.104736328125,5.481867790222168,,-1.2520751953125,5.488758087158203,280.553466796875
2017-03-03 23:00:00+00:00,0.9185979962348938,121.86480712890625,279.157958984375,5.610565185546875,,-1.9599266052246094,5.338106155395508,280.572509765625
2017-03-04 00:00:00+00:00,0.8742285370826721,116.02110290527344,279.18408203125,5.729120254516602,,-1.7675905227661133,5.63236141204834,280.5556640625
2017-03-04 01:00:00+00:00,0.8387269973754883,110.13005065917969,279.22265625,5.820833206176758,,-1.6765508651733398,5.635459899902344,280.507568359375
2017-03-04 02:00:00+00:00,0.8095259070396423,104.11331176757812,279.257568359375,5.903216361999512,,-1.9368162155151367,5.737030982971191,280.427978515625
2017-03-04 03:00:00+00:00,0.7878996729850769,99.01271057128906,279.305419921875,5.943289756774902,,-2.058401107788086,6.061392784118652,280.408935546875
2017-03-04 04:00:00+00:00,0.7748254537582397,95.85110473632812,279.337890625,5.930811882019043,,-1.879927635192871,5.926735877990723,280.334228515625
2017-03-04 05:00:00+00:00,0.7631685137748718,93.16749572753906,279.3359375,5.928187370300293,,-1.038970947265625,5.683537483215332,280.245361328125
2017-03-04 06:00:00+00:00,0.7482795715332031,89.89157104492188,279.32568359375,5.963360786437988,0.0003128224052488804,-0.024592261761426926,4.893111228942871,280.1357421875
2017-03-04 07:00:00+00:00,0.7337606549263,86.7945556640625,279.331787109375,6.002657890319824,,0.1255638599395752,4.70654296875,280.049560546875
2017-03-04 08:00:00+00:00,0.7144924998283386,82.26695251464844,279.33935546875,6.081045150756836,,0.38332492113113403,4.103472709655762,279.984619140625
2017-03-04 09:00:00+00:00,0.6996560096740723,77.75230407714844,279.35546875,6.108125686645508,,1.4296388626098633,4.199515342712402,279.998046875
2017-03-04 10:00:00+00:00,0.6816313862800598,73.94107055664062,279.345703125,6.174339294433594,,3.1833553314208984,3.0455751419067383,280.11474609375
2017-03-04 11:00:00+00:00,0.6660869121551514,70.29315185546875,279.29443359375,6.231837272644043,,3.388943672180176,2.213825225830078,280.144775390625
2017-03-04 12:00:00+00:00,0.6517840623855591,67.33306884765625,279.066650390625,6.277442932128906,,3.108417510986328,2.4786176681518555,280.132080078125
