timestamp,Mean wave direction,100 metre U wind component,Mean wave period,100 metre V wind component,Significant height of combined wind waves and swell
2017-01-06 00:00:00+00:00,9999.0,0.7769104242324829,9999.0,5.340672492980957,9999.0
2017-01-06 01:00:00+00:00,9999.0,1.2192707061767578,9999.0,6.043201446533203,9999.0
2017-01-06 02:00:00+00:00,9999.0,1.945845603942871,9999.0,5.997018814086914,9999.0
2017-01-06 03:00:00+00:00,9999.0,2.2549219131469727,9999.0,6.280706405639648,9999.0
2017-01-06 04:00:00+00:00,9999.0,1.978424072265625,9999.0,6.719499588012695,9999.0
2017-01-06 05:00:00+00:00,9999.0,1.8323774337768555,9999.0,6.944154739379883,9999.0
2017-01-06 06:00:00+00:00,9999.0,1.5874996185302734,9999.0,6.846120834350586,9999.0
2017-01-06 07:00:00+00:00,9999.0,1.5686302185058594,9999.0,7.182562828063965,9999.0
2017-01-06 08:00:00+00:00,9999.0,1.9427299499511719,9999.0,7.452724456787109,9999.0
2017-01-06 09:00:00+00:00,9999.0,2.205752372741699,9999.0,7.650550842285156,9999.0
2017-01-06 10:00:00+00:00,9999.0,2.822734832763672,9999.0,7.850181579589844,9999.0
2017-01-06 11:00:00+00:00,9999.0,2.864391326904297,9999.0,8.221220016479492,9999.0
2017-01-06 12:00:00+00:00,9999.0,3.051957130432129,9999.0,7.8380937576293945,9999.0
2017-01-06 13:00:00+00:00,9999.0,3.0388946533203125,9999.0,8.118534088134766,9999.0
2017-01-06 14:00:00+00:00,9999.0,3.8224353790283203,9999.0,8.326759338378906,9999.0
2017-01-06 15:00:00+00:00,9999.0,4.382319450378418,9999.0,8.1392183303833,9999.0
2017-01-06 16:00:00+00:00,9999.0,5.055203437805176,9999.0,8.208763122558594,9999.0
2017-01-06 17:00:00+00:00,9999.0,5.524728775024414,9999.0,8.157316207885742,9999.0
2017-01-06 18:00:00+00:00,9999.0,5.790224075317383,9999.0,8.057873725891113,9999.0
2017-01-06 19:00:00+00:00,9999.0,5.780858039855957,9999.0,7.74118709564209,9999.0
2017-01-06 20:00:00+00:00,9999.0,6.140754699707031,9999.0,7.285306930541992,9999.0
2017-01-06 21:00:00+00:00,9999.0,6.299229621887207,9999.0,6.600462913513184,9999.0
2017-01-06 22:00:00+00:00,9999.0,5.962061882019043,9999.0,6.4393157958984375,9999.0
2017-01-06 23:00:00+00:00,9999.0,6.313436508178711,9999.0,5.3497114181518555,9999.0
2017-01-07 00:00:00+00:00,9999.0,6.631681442260742,9999.0,4.432549476623535,9999.0
2017-01-07 01:00:00+00:00,9999.0,6.837862968444824,9999.0,3.53353214263916,9999.0
2017-01-07 02:00:00+00:00,9999.0,6.824207305908203,9999.0,2.2691774368286133,9999.0
2017-01-07 03:00:00+00:00,9999.0,6.714596748352051,9999.0,0.8165324926376343,9999.0
2017-01-07 04:00:00+00:00,9999.0,6.284907341003418,9999.0,-0.44454360008239746,9999.0
2017-01-07 05:00:00+00:00,9999.0,5.7737531661987305,9999.0,-1.421156883239746,9999.0
2017-01-07 06:00:00+00:00,9999.0,5.173214912414551,9999.0,-2.6023025512695312,9999.0
2017-01-07 07:00:00+00:00,9999.0,4.723116874694824,9999.0,-3.141728401184082,9999.0
2017-01-07 08:00:00+00:00,9999.0,4.273902893066406,9999.0,-3.338460922241211,9999.0
2017-01-07 09:00:00+00:00,9999.0,3.887544631958008,9999.0,-3.345579147338867,9999.0
2017-01-07 10:00:00+00:00,9999.0,3.05606746673584,9999.0,-3.415355682373047,9999.0
2017-01-07 11:00:00+00:00,9999.0,2.4320449829101562,9999.0,-2.900723457336426,9999.0
2017-01-07 12:00:00+00:00,9999.0,2.6247549057006836,9999.0,-2.6535606384277344,9999.0
2017-01-07 13:00:00+00:00,9999.0,2.9236907958984375,9999.0,-2.606599807739258,9999.0
2017-01-07 14:00:00+00:00,9999.0,2.8516197204589844,9999.0,-2.534651756286621,9999.0
2017-01-07 15:00:00+00:00,9999.0,2.5660581588745117,9999.0,-2.3429489135742188,9999.0
2017-01-07 16:00:00+00:00,9999.0,2.492312431335449,9999.0,-2.0065040588378906,9999.0
2017-01-07 17:00:00+00:00,9999.0,2.7879114151000977,9999.0,-1.7230730056762695,9999.0
2017-01-07 18:00:00+00:00,9999.0,3.077716827392578,9999.0,-1.4787206649780273,9999.0
2017-01-07 19:00:00+00:00,9999.0,3.170027732849121,9999.0,-1.316533088684082,9999.0
2017-01-07 20:00:00+00:00,9999.0,3.0746726989746094,9999.0,-1.3118934631347656,9999.0
2017-01-07 21:00:00+00:00,9999.0,3.1810693740844727,9999.0,-1.3677873611450195,9999.0
2017-01-07 22:00:00+00:00,9999.0,4.308837890625,9999.0,-0.7505425810813904,9999.0
2017-01-07 23:00:00+00:00,9999.0,4.554213523864746,9999.0,-1.2733697891235352,9999.0
2017-01-08 00:00:00+00:00,9999.0,4.56965446472168,9999.0,-1.8396081924438477,9999.0
2017-01-08 01:00:00+00:00,9999.0,4.479684829711914,9999.0,-2.2490882873535156,9999.0
2017-01-08 02:00:00+00:00,9999.0,4.427597999572754,9999.0,-2.53140926361084,9999.0
2017-01-08 03:00:00+00:00,9999.0,4.100203514099121,9999.0,-2.669841766357422,9999.0
2017-01-08 04:00:00+00:00,9999.0,3.7147445678710938,9999.0,-2.5518264770507812,9999.0
2017-01-08 05:00:00+00:00,9999.0,3.469970703125,9999.0,-2.226048469543457,9999.0
2017-01-08 06:00:00+00:00,9999.0,3.603592872619629,9999.0,-2.114466667175293,9999.0
2017-01-08 07:00:00+00:00,9999.0,3.3891735076904297,9999.0,-2.2571306228637695,9999.0
2017-01-08 08:00:00+00:00,9999.0,2.869434356689453,9999.0,-2.227370262145996,9999.0
2017-01-08 09:00:00+00:00,9999.0,2.242283821105957,9999.0,-2.1078662872314453,9999.0
