timestamp,Mean wave period,100 metre V wind component,100 metre U wind component,Significant height of combined wind waves and swell,Mean wave direction
2017-01-10 00:00:00+00:00,4.446075439453125,1.773146629333496,11.194744110107422,1.1636838912963867,255.9254913330078
2017-01-10 01:00:00+00:00,4.598217010498047,2.5551815032958984,11.075837135314941,1.2929000854492188,255.73643493652344
2017-01-10 02:00:00+00:00,4.577171325683594,2.6718835830688477,11.685861587524414,1.2944955825805664,256.044189453125
2017-01-10 03:00:00+00:00,4.554361343383789,2.778299331665039,12.33531665802002,1.3118476867675781,257.181884765625
2017-01-10 04:00:00+00:00,4.542018890380859,3.3097009658813477,12.336709022521973,1.3496570587158203,258.838134765625
2017-01-10 05:00:00+00:00,4.555783271789551,2.576770782470703,12.562582015991211,1.3503894805908203,260.696044921875
2017-01-10 06:00:00+00:00,4.572319030761719,1.0849075317382812,12.311928749084473,1.2983999252319336,263.207275390625
2017-01-10 07:00:00+00:00,4.56118106842041,-1.0657062530517578,12.114184379577637,1.2529792785644531,267.198974609375
2017-01-10 08:00:00+00:00,4.5537309646606445,-1.7891044616699219,11.087235450744629,1.1943540573120117,271.478515625
2017-01-10 09:00:00+00:00,4.5543413162231445,-2.011176109313965,10.980253219604492,1.1218738555908203,274.895263671875
2017-01-10 10:00:00+00:00,4.523358345031738,-2.838852882385254,11.455857276916504,1.0942020416259766,278.32177734375
2017-01-10 11:00:00+00:00,4.552861213684082,-2.5770816802978516,10.558459281921387,1.0397872924804688,281.6279296875
2017-01-10 12:00:00+00:00,4.610750198364258,-2.0114622116088867,10.472376823425293,0.9836801290512085,284.3681640625
2017-01-10 13:00:00+00:00,4.641115188598633,-1.912653923034668,10.41797924041748,0.9634024500846863,286.683349609375
2017-01-10 14:00:00+00:00,4.705630302429199,-1.8514232635498047,10.668560028076172,0.9522072076797485,288.718017578125
2017-01-10 15:00:00+00:00,4.802586555480957,-1.5897588729858398,10.4412260055542,0.9437502026557922,290.910400390625
2017-01-10 16:00:00+00:00,4.943796157836914,-0.581459105014801,10.109386444091797,0.9293846487998962,292.641357421875
2017-01-10 17:00:00+00:00,5.095181465148926,0.5900748372077942,10.126014709472656,0.91864013671875,293.877197265625
2017-01-10 18:00:00+00:00,5.22080135345459,1.5842247009277344,10.165038108825684,0.9184140563011169,293.963623046875
2017-01-10 19:00:00+00:00,5.703571319580078,2.466053009033203,10.223264694213867,1.107069969177246,291.86279296875
2017-01-10 20:00:00+00:00,5.773259162902832,3.816887855529785,9.916939735412598,1.0914678573608398,291.289794921875
2017-01-10 21:00:00+00:00,5.8037004470825195,4.6072587966918945,10.131233215332031,1.085982322692871,289.630615234375
2017-01-10 22:00:00+00:00,5.733075141906738,5.139681816101074,10.757827758789062,1.1054115295410156,285.4619140625
2017-01-10 23:00:00+00:00,5.640289306640625,5.4447526931762695,10.658480644226074,1.133753776550293,280.5068359375
2017-01-11 00:00:00+00:00,5.5016889572143555,5.773324012756348,11.606871604919434,1.1837034225463867,275.501708984375
2017-01-11 01:00:00+00:00,5.338606834411621,6.841033935546875,12.204151153564453,1.256117820739746,268.68115234375
2017-01-11 02:00:00+00:00,5.012398719787598,8.516990661621094,12.29760456085205,1.2814407348632812,261.549072265625
2017-01-11 03:00:00+00:00,4.843212127685547,9.484861373901367,12.959882736206055,1.452432632446289,252.8719482421875
2017-01-11 04:00:00+00:00,4.83651065826416,8.089345932006836,15.006381034851074,1.6602401733398438,250.15736389160156
2017-01-11 05:00:00+00:00,4.952750205993652,6.0286970138549805,16.916748046875,1.8533401489257812,252.54042053222656
2017-01-11 06:00:00+00:00,5.101894378662109,2.840473175048828,17.539627075195312,1.9641551971435547,259.808349609375
2017-01-11 07:00:00+00:00,5.2317962646484375,-1.9788751602172852,17.282760620117188,2.021726608276367,268.681884765625
2017-01-11 08:00:00+00:00,5.357488632202148,-4.595452308654785,16.5107421875,2.0747509002685547,278.27001953125
2017-01-11 09:00:00+00:00,5.519815444946289,-3.3601207733154297,16.276840209960938,2.1394948959350586,285.090087890625
2017-01-11 10:00:00+00:00,5.686546325683594,-3.671092987060547,17.94000244140625,2.3478164672851562,290.040771484375
2017-01-11 11:00:00+00:00,5.928345680236816,-5.556805610656738,17.528549194335938,2.5617408752441406,295.09326171875
2017-01-11 12:00:00+00:00,6.199261665344238,-6.502306938171387,17.6329345703125,2.8030166625976562,299.667236328125
2017-01-11 13:00:00+00:00,6.4121503829956055,-5.600262641906738,18.179641723632812,2.9883155822753906,301.729736328125
2017-01-11 14:00:00+00:00,6.560279846191406,-6.404932975769043,19.530471801757812,3.1678972244262695,302.376708984375
